state,year,quarter,pincode,txn_count,txn_amount
assam,2022,4,739966,292881,246866535.31
assam,2022,4,786560,239892,202202855.4
assam,2022,4,795088,232320,195820342.71
assam,2022,4,733366,187195,157785313.84
assam,2023,1,724026,1812004,1531351282.28
assam,2023,1,713786,953841,806105874.58
assam,2023,1,718751,540889,457113675.9
assam,2023,1,785771,433015,365947522.74
assam,2023,1,739942,313677,265093367.91
assam,2023,1,721481,295674,249878809.98
assam,2023,1,724375,228192,192848525.0
assam,2023,1,754318,187272,158266500.51
assam,2023,1,713637,163247,137963097.97
assam,2023,1,719448,153094,129382223.01
assam,2023,2,746437,2162644,1859168957.44
assam,2023,2,780531,1022371,878905898.35
assam,2023,2,726988,675805,580972047.28
assam,2023,2,782104,496674,426978200.07
assam,2023,2,718694,370909,318860856.99
assam,2023,2,727267,308876,265533179.7
assam,2023,2,764531,258627,222335047.53
assam,2023,2,717616,245564,211105739.42
assam,2023,2,710977,200283,172178467.19
assam,2023,2,712176,182374,156782509.63
assam,2023,3,721359,2236487,1908495364.96
assam,2023,3,733076,1134030,967718915.95
assam,2023,3,747045,693749,592007176.77
assam,2023,3,719357,493684,421282908.92
assam,2023,3,716249,442864,377915800.74
assam,2023,3,763729,358225,305689915.48
assam,2023,3,725127,269629,230087047.25
assam,2023,3,729834,242488,206926324.67
assam,2023,3,722824,228587,195063991.23
assam,2023,3,798925,197733,168735029.42
assam,2023,4,778236,2420894,2075718732.02
assam,2023,4,777499,1143802,980717475.88
assam,2023,4,721709,793218,680120033.66
assam,2023,4,729913,595242,510371958.29
assam,2023,4,757072,456885,391741545.71
assam,2023,4,796424,348354,298685810.78
assam,2023,4,744112,336917,288879423.45
assam,2023,4,725089,292143,250489194.71
assam,2023,4,763943,243038,208385276.46
assam,2023,4,732636,208988,179190241.91
bihar,2018,1,852727,1315948,1026718335.26
bihar,2018,1,862492,615905,480536163.22
bihar,2018,1,847726,424993,331584667.44
bihar,2018,1,880969,294410,229702788.35
bihar,2018,1,816595,217081,169369667.21
bihar,2018,1,872554,198748,155065558.52
bihar,2018,1,878170,148938,116203207.01
bihar,2018,1,823055,134486,104927581.75
bihar,2018,1,852183,122421,95514664.53
bihar,2018,1,862889,115107,89807819.91
bihar,2018,2,879636,1619190,1283660334.83
bihar,2018,2,884228,683617,541957436.74
bihar,2018,2,855815,459066,363937963.51
bihar,2018,2,892200,387275,307023652.62
bihar,2018,2,891001,287675,228063427.31
bihar,2018,2,834931,214797,170286733.74
bihar,2018,2,819127,208849,165571432.52
bihar,2018,2,860829,187815,148896351.28
bihar,2018,2,856844,155023,122899468.02
bihar,2018,2,861895,133170,105574584.16
bihar,2018,3,872032,1679178,1347687817.55
bihar,2018,3,870102,882809,708531854.13
bihar,2018,3,857323,570970,458254203.04
bihar,2018,3,830898,432664,347250935.25
bihar,2018,3,825299,321988,258423635.43
bihar,2018,3,829684,281993,226324218.13
bihar,2018,3,875505,247293,198474929.47
bihar,2018,3,829892,192757,154705043.07
bihar,2018,3,873688,176682,141803277.0
bihar,2018,3,824925,144646,116091545.61
bihar,2018,4,873063,2188089,1739909395.9
bihar,2018,4,882341,1058810,841937486.14
bihar,2018,4,888136,717617,570629982.24
bihar,2018,4,892791,596444,474276837.74
bihar,2018,4,854300,438356,348569044.89
bihar,2018,4,877673,331343,263475262.89
bihar,2018,4,893682,280884,223352119.85
bihar,2018,4,883170,253557,201621939.76
bihar,2018,4,889720,229395,182409414.5
bihar,2018,4,893974,224847,178792621.61
bihar,2019,1,810373,1793087,1458628174.58
bihar,2019,1,829833,888583,722838676.71
bihar,2019,1,878812,596894,485557196.17
bihar,2019,1,885779,380944,309887665.87
bihar,2019,1,840067,296899,241519504.76
bihar,2019,1,851974,293117,238443312.82
bihar,2019,1,816696,241996,196857707.34
bihar,2019,1,848889,196671,159987153.75
bihar,2019,1,841674,159114,129435230.46
bihar,2019,1,813029,156800,127552926.36
bihar,2019,2,884880,2156803,1722303139.35
bihar,2019,2,831441,978780,781599627.6
bihar,2019,2,893894,766866,612376656.17
bihar,2019,2,847181,538112,429706842.58
bihar,2019,2,821087,424697,339139332.34
bihar,2019,2,825612,343989,274690876.48
bihar,2019,2,817352,300308,239809467.75
bihar,2019,2,837646,264214,210987308.97
bihar,2019,2,884753,227136,181378433.98
bihar,2019,2,883887,216170,172621855.96
bihar,2019,3,835544,2522386,1996797783.25
bihar,2019,3,856177,1226285,970764789.51
bihar,2019,3,821460,757611,599748585.34
bihar,2019,3,842474,553189,437921827.93
bihar,2019,3,871445,426095,337310457.9
bihar,2019,3,850897,367080,290591897.68
bihar,2019,3,898815,281362,222735144.13
bihar,2019,3,889150,262617,207895681.35
bihar,2019,3,844980,227342,179971039.42
bihar,2019,3,827076,218013,172585779.11
bihar,2019,4,812516,2668590,2151973798.44
bihar,2019,4,888415,1324307,1067932993.35
bihar,2019,4,817906,986260,795328602.18
bihar,2019,4,830981,633991,511255942.73
bihar,2019,4,861760,514850,415179891.24
bihar,2019,4,852643,430400,347078896.81
bihar,2019,4,812416,389748,314296542.15
bihar,2019,4,824731,355840,286952591.46
bihar,2019,4,818009,307550,248011293.1
bihar,2019,4,856380,250918,202342996.64
bihar,2020,1,864856,2269003,1854594838.32
bihar,2020,1,879259,1164075,951469863.29
bihar,2020,1,881364,715288,584649351.98
bihar,2020,1,846872,586162,479106430.78
bihar,2020,1,862237,463711,379019497.77
bihar,2020,1,884756,353703,289103421.1
bihar,2020,1,869568,347740,284229627.65
bihar,2020,1,870815,288460,235776297.38
bihar,2020,1,824059,240821,196837986.48
bihar,2020,1,836510,235786,192722668.66
bihar,2020,2,895350,2720670,2249054044.37
bihar,2020,2,820179,1134587,937912031.88
bihar,2020,2,862807,740425,612075902.82
bihar,2020,2,836220,618865,511587855.03
bihar,2020,2,859108,483808,399942730.68
bihar,2020,2,879063,371008,306695411.41
bihar,2020,2,867236,351131,290264174.61
bihar,2020,2,838427,306555,253415549.22
bihar,2020,2,864399,259461,214484687.92
bihar,2020,2,847155,211337,174702778.82
bihar,2020,3,830269,2706776,2185202814.43
bihar,2020,3,822754,1353075,1092348501.58
bihar,2020,3,894586,897610,724648243.06
bihar,2020,3,867877,648207,523302873.65
bihar,2020,3,857534,559510,451697713.53
bihar,2020,3,889894,486931,393103698.04
bihar,2020,3,873890,368100,297170540.3
bihar,2020,3,862848,348906,281675312.86
bihar,2020,3,857512,316379,255416053.54
bihar,2020,3,831444,244916,197722735.85
bihar,2020,4,888140,3012920,2456028548.05
bihar,2020,4,871386,1676270,1366437603.9
bihar,2020,4,840819,1091230,889533452.39
bihar,2020,4,880488,793697,646994352.71
bihar,2020,4,815587,646630,527110698.21
bihar,2020,4,895441,500425,407929187.14
bihar,2020,4,865032,430961,351304519.39
bihar,2020,4,822166,380897,310494149.71
bihar,2020,4,851491,345635,281750239.04
bihar,2020,4,891213,298215,243094928.68
bihar,2021,1,838125,2546483,2078424966.49
bihar,2021,1,874237,1478050,1206376213.94
bihar,2021,1,862622,892811,728707971.97
bihar,2021,1,882923,639318,521808465.05
bihar,2021,1,864371,525633,429019397.6
bihar,2021,1,867044,438281,357723191.12
bihar,2021,1,892602,343397,280279309.41
bihar,2021,1,859438,301420,246018048.0
bihar,2021,1,831967,299685,244601982.65
bihar,2021,1,812357,230167,187861769.6
bihar,2021,2,811068,2748742,2270087636.72
bihar,2021,2,810262,1584059,1308217603.93
bihar,2021,2,829609,959910,792755362.01
bihar,2021,2,827548,666258,550239415.23
bihar,2021,2,816616,592276,489139926.02
bihar,2021,2,823883,463208,382546947.11
bihar,2021,2,892913,397363,328168158.77
bihar,2021,2,852140,347403,286908443.82
bihar,2021,2,846680,278979,230399288.71
bihar,2021,2,893662,278258,229803330.83
bihar,2021,3,849878,3354262,2764312550.24
bihar,2021,3,889500,1552605,1279532095.72
bihar,2021,3,894767,936829,772059149.04
bihar,2021,3,830171,779019,642004722.41
bihar,2021,3,843510,611303,503787154.34
bihar,2021,3,884093,536525,442161306.71
bihar,2021,3,884682,464661,382936787.54
bihar,2021,3,830104,347047,286008283.11
bihar,2021,3,862778,334346,275541713.44
bihar,2021,3,821455,268528,221299203.07
bihar,2021,4,851144,3736848,3096681408.93
bihar,2021,4,897507,1598303,1324495088.03
bihar,2021,4,854769,1191646,987503419.62
bihar,2021,4,864016,769030,637286520.22
bihar,2021,4,818954,663253,549630192.06
bihar,2021,4,835848,598253,495765126.94
bihar,2021,4,876043,461270,382249563.83
bihar,2021,4,875104,383734,317996398.8
bihar,2021,4,827622,370967,307416169.71
bihar,2021,4,881481,301501,249850659.48
bihar,2022,1,868880,3070792,2581205736.28
bihar,2022,1,869677,1408704,1184110425.45
bihar,2022,1,885831,902805,758868629.66
bihar,2022,1,857095,727525,611533358.86
bihar,2022,1,865512,531719,446945386.12
bihar,2022,1,866373,500620,420805053.85
bihar,2022,1,833274,406793,341937327.44
bihar,2022,1,872819,323964,272313535.88
bihar,2022,1,879804,320829,269678548.71
bihar,2022,1,889713,278076,233742275.87
bihar,2022,2,881428,3049301,2546308425.96
bihar,2022,2,898238,1496047,1249269389.21
bihar,2022,2,842745,926926,774026567.41
bihar,2022,2,863602,666300,556392284.02
bihar,2022,2,852676,574842,480020193.93
bihar,2022,2,841714,487879,407401774.99
bihar,2022,2,875705,404219,337541806.65
bihar,2022,2,841473,318163,265681092.47
bihar,2022,2,846618,313703,261956764.52
bihar,2022,2,820960,266675,222686054.75
bihar,2022,3,840533,3690868,3131805924.41
bihar,2022,3,842686,1511275,1282359901.17
bihar,2022,3,844589,1132170,960678643.14
bihar,2022,3,850969,801864,680404390.83
bihar,2022,3,811676,679500,576575517.68
bihar,2022,3,866629,565926,480204342.82
bihar,2022,3,857774,420475,356785474.99
bihar,2022,3,865988,417526,354282668.11
bihar,2022,3,896068,334410,283756525.11
bihar,2022,3,877234,316744,268766242.76
bihar,2022,4,832681,3684915,3080362286.98
bihar,2022,4,830009,2020311,1688855793.04
bihar,2022,4,813368,1324419,1107132747.08
bihar,2022,4,831203,949629,793832065.69
bihar,2022,4,845386,798608,667587180.94
bihar,2022,4,884137,650698,543943875.82
bihar,2022,4,825698,518910,433777505.38
bihar,2022,4,880340,427902,357699667.38
bihar,2022,4,822013,414993,346908751.83
bihar,2022,4,817959,392381,328006533.18
bihar,2023,1,837333,3356746,2817458417.72
bihar,2023,1,813055,1448816,1216052759.71
bihar,2023,1,864146,952571,799533422.39
bihar,2023,1,877902,793521,666035890.8
bihar,2023,1,892293,602200,505451954.43
bihar,2023,1,852010,449650,377410753.9
bihar,2023,1,848862,431110,361849489.2
bihar,2023,1,842118,357949,300441759.56
bihar,2023,1,876520,326058,273674226.61
bihar,2023,1,822846,276089,231733091.43
bihar,2023,2,838691,3466244,2954267867.29
bihar,2023,2,824044,1731189,1475486763.59
bihar,2023,2,889816,1148836,979149660.18
bihar,2023,2,866656,794929,677515238.29
bihar,2023,2,874532,644421,549237854.59
bihar,2023,2,824546,546957,466169559.75
bihar,2023,2,873834,438110,373399800.51
bihar,2023,2,822013,417273,355640907.58
bihar,2023,2,829749,348198,296768620.21
bihar,2023,2,823046,315042,268509943.58
bihar,2023,3,863727,3699723,3151877172.12
bihar,2023,3,821423,2006893,1709717785.17
bihar,2023,3,873201,1142088,972970610.86
bihar,2023,3,872398,887718,756267443.25
bihar,2023,3,892238,663343,565117237.44
bihar,2023,3,826117,554712,472572234.79
bihar,2023,3,860457,497455,423793756.69
bihar,2023,3,853335,434250,369947998.49
bihar,2023,3,832243,429770,366130800.17
bihar,2023,3,810219,363048,309288883.24
bihar,2023,4,840693,4401758,3712351771.54
bihar,2023,4,815248,2097511,1768998118.05
bihar,2023,4,847475,1304779,1100423826.99
bihar,2023,4,812952,920315,776175109.58
bihar,2023,4,851127,775023,653638799.27
bihar,2023,4,884806,567766,478842174.7
bihar,2023,4,842936,562081,474047621.85
bihar,2023,4,873050,457492,385839483.94
bihar,2023,4,824409,397462,335211247.3
bihar,2023,4,830845,324734,273874409.95
chandigarh,2018,1,141394,155383,123025437.72
chandigarh,2018,1,179047,75527,59798820.75
chandigarh,2018,1,136126,47022,37229805.14
chandigarh,2018,1,115871,32280,25558300.73
chandigarh,2018,1,167033,27991,22162040.65
chandigarh,2018,1,161774,22074,17477320.98
chandigarh,2018,1,180899,17871,14150104.1
chandigarh,2018,1,131511,17287,13687522.88
chandigarh,2018,1,118152,15104,11958659.27
chandigarh,2018,1,189602,13938,11035766.45
chandigarh,2018,2,184896,188632,147419096.74
chandigarh,2018,2,141123,87188,68139078.34
chandigarh,2018,2,144160,58140,45437963.5
chandigarh,2018,2,140117,41957,32790520.76
chandigarh,2018,2,136828,33749,26375881.48
chandigarh,2018,2,144057,27975,21863062.57
chandigarh,2018,2,128702,24269,18966756.35
chandigarh,2018,2,152038,19318,15097857.84
chandigarh,2018,2,162807,17433,13624580.99
chandigarh,2018,2,142629,16000,12504572.26
chandigarh,2018,3,118078,198124,157348636.07
chandigarh,2018,3,131504,95273,75665350.6
chandigarh,2018,3,171091,75987,60348396.01
chandigarh,2018,3,141855,47759,37930243.51
chandigarh,2018,3,124856,37966,30152719.2
chandigarh,2018,3,174186,36351,28869971.34
chandigarh,2018,3,164071,29200,23190437.54
chandigarh,2018,3,164690,23670,18798700.1
chandigarh,2018,3,171714,22068,17526609.51
chandigarh,2018,3,160593,18459,14660150.88
chandigarh,2018,4,122967,233968,188694116.29
chandigarh,2018,4,196832,126883,102331072.41
chandigarh,2018,4,114350,79544,64152039.68
chandigarh,2018,4,194576,54326,43813952.77
chandigarh,2018,4,161529,42848,34556727.51
chandigarh,2018,4,151962,37747,30443097.71
chandigarh,2018,4,174870,29736,23982101.79
chandigarh,2018,4,181291,26888,21685225.13
chandigarh,2018,4,111900,24713,19931339.9
chandigarh,2018,4,198208,20965,16908650.93
chandigarh,2019,1,193650,232320,184962373.78
chandigarh,2019,1,178666,104181,82944099.17
chandigarh,2019,1,193408,61846,49238702.63
chandigarh,2019,1,140218,50588,40276194.64
chandigarh,2019,1,163744,38633,30757939.0
chandigarh,2019,1,138069,34346,27344890.09
chandigarh,2019,1,130596,30689,24433411.88
chandigarh,2019,1,148476,25976,20681330.35
chandigarh,2019,1,150875,20203,16085114.82
chandigarh,2019,1,163928,17673,14070598.51
chandigarh,2019,2,126047,263428,209493309.06
chandigarh,2019,2,198960,125436,99754103.76
chandigarh,2019,2,124083,84392,67114036.36
chandigarh,2019,2,124741,59142,47033390.13
chandigarh,2019,2,131438,47228,37558747.44
chandigarh,2019,2,172709,35306,28077794.34
chandigarh,2019,2,121299,34960,27802878.76
chandigarh,2019,2,121756,30301,24097338.51
chandigarh,2019,2,193324,26124,20775833.88
chandigarh,2019,2,176519,21388,17009662.46
chandigarh,2019,3,194137,298752,235666987.24
chandigarh,2019,3,114857,143982,113578611.92
chandigarh,2019,3,176865,88598,69889492.89
chandigarh,2019,3,135539,69788,55051540.02
chandigarh,2019,3,148653,50249,39638371.8
chandigarh,2019,3,155726,46823,36936353.36
chandigarh,2019,3,167029,39146,30879840.89
chandigarh,2019,3,135303,29880,23570836.75
chandigarh,2019,3,138259,29705,23432499.55
chandigarh,2019,3,198647,24004,18935709.58
chandigarh,2019,4,153966,325705,265052542.17
chandigarh,2019,4,121709,154757,125938902.37
chandigarh,2019,4,198558,96860,78823222.74
chandigarh,2019,4,139909,77554,63112244.85
chandigarh,2019,4,197480,59572,48478992.34
chandigarh,2019,4,144999,50107,40776112.99
chandigarh,2019,4,139822,44170,35944686.47
chandigarh,2019,4,152944,33813,27516705.56
chandigarh,2019,4,193010,33773,27484506.12
chandigarh,2019,4,165487,29579,24070982.38
chandigarh,2020,1,126524,289945,237177519.26
chandigarh,2020,1,181548,118857,97226374.5
chandigarh,2020,1,184202,85975,70328822.42
chandigarh,2020,1,143347,69201,56607288.66
chandigarh,2020,1,169664,53849,44049343.57
chandigarh,2020,1,114666,43943,35946155.22
chandigarh,2020,1,159045,38234,31275913.53
chandigarh,2020,1,128737,28212,23077852.42
chandigarh,2020,1,183881,26321,21531060.92
chandigarh,2020,1,125226,23530,19248151.72
chandigarh,2020,2,152422,278454,229686422.86
chandigarh,2020,2,121770,131154,108184543.21
chandigarh,2020,2,150535,96741,79798382.12
chandigarh,2020,2,143765,75519,62293117.14
chandigarh,2020,2,127243,54734,45148507.25
chandigarh,2020,2,166015,41786,34468104.34
chandigarh,2020,2,133263,41190,33976601.56
chandigarh,2020,2,135758,31609,26073158.6
chandigarh,2020,2,144415,28990,23913088.81
chandigarh,2020,2,148730,26635,21970881.33
chandigarh,2020,3,163836,333938,269735113.19
chandigarh,2020,3,153501,156985,126803151.87
chandigarh,2020,3,181334,120985,97724510.68
chandigarh,2020,3,116727,76958,62162231.62
chandigarh,2020,3,191442,70855,57232349.01
chandigarh,2020,3,172061,55890,45145106.29
chandigarh,2020,3,172569,46397,37477231.89
chandigarh,2020,3,121008,37763,30503126.45
chandigarh,2020,3,154355,33593,27135014.73
chandigarh,2020,3,162518,31197,25199262.16
chandigarh,2020,4,141040,372710,304640234.64
chandigarh,2020,4,170521,170827,139628550.76
chandigarh,2020,4,138326,116948,95589586.83
chandigarh,2020,4,142472,87605,71605652.19
chandigarh,2020,4,147241,61815,50526176.42
chandigarh,2020,4,195636,57233,46780929.49
chandigarh,2020,4,160853,49495,40455543.66
chandigarh,2020,4,126145,38428,31409800.86
chandigarh,2020,4,113376,38306,31310728.06
chandigarh,2020,4,112208,30729,25117391.61
chandigarh,2021,1,133524,299521,246588206.09
chandigarh,2021,1,179807,160924,132485115.47
chandigarh,2021,1,137852,94090,77462182.2
chandigarh,2021,1,116075,68700,56559673.98
chandigarh,2021,1,181098,60675,49952817.4
chandigarh,2021,1,128721,50939,41936938.01
chandigarh,2021,1,139503,39057,32154720.92
chandigarh,2021,1,166125,31172,25663384.21
chandigarh,2021,1,147575,31141,25637804.08
chandigarh,2021,1,144720,29767,24506944.69
chandigarh,2021,2,175938,349967,288915833.88
chandigarh,2021,2,118123,147094,121433653.47
chandigarh,2021,2,121143,96640,79781938.09
chandigarh,2021,2,138216,71587,59099301.82
chandigarh,2021,2,117433,61621,50872048.69
chandigarh,2021,2,111312,52380,43242405.1
chandigarh,2021,2,162935,44204,36492637.38
chandigarh,2021,2,182147,36723,30316784.34
chandigarh,2021,2,139041,31929,26359249.03
chandigarh,2021,2,178656,27255,22501079.86
chandigarh,2021,3,114033,376678,307960526.79
chandigarh,2021,3,165840,166417,136057965.57
chandigarh,2021,3,161593,101213,82749432.19
chandigarh,2021,3,134801,84624,69186099.33
chandigarh,2021,3,187147,60980,49855818.17
chandigarh,2021,3,157009,51272,41919137.83
chandigarh,2021,3,144561,46709,38188400.87
chandigarh,2021,3,189851,43064,35208005.91
chandigarh,2021,3,163012,36893,30162804.56
chandigarh,2021,3,193600,31723,25936343.37
chandigarh,2021,4,141121,415691,343273735.49
chandigarh,2021,4,170578,200894,165896668.53
chandigarh,2021,4,142492,147628,121910101.15
chandigarh,2021,4,186929,101526,83839971.5
chandigarh,2021,4,137175,83703,69121606.85
chandigarh,2021,4,164410,64698,53427096.8
chandigarh,2021,4,183564,63798,52683906.55
chandigarh,2021,4,145809,53972,44569574.35
chandigarh,2021,4,159937,44129,36442088.74
chandigarh,2021,4,137125,41210,34030882.86
chandigarh,2022,1,122352,333990,276280740.98
chandigarh,2022,1,193848,185837,153727028.24
chandigarh,2022,1,113000,105107,86946314.03
chandigarh,2022,1,189140,83033,68685984.97
chandigarh,2022,1,144943,69208,57249732.24
chandigarh,2022,1,117558,55092,45573178.92
chandigarh,2022,1,149793,49760,41162345.22
chandigarh,2022,1,124628,37300,30855157.07
chandigarh,2022,1,190073,34285,28361614.87
chandigarh,2022,1,111290,33813,27970888.23
chandigarh,2022,2,119465,365380,305056044.64
chandigarh,2022,2,171582,168276,140493684.55
chandigarh,2022,2,115735,110921,92608715.96
chandigarh,2022,2,177340,82155,68591559.72
chandigarh,2022,2,192180,60291,50337582.38
chandigarh,2022,2,168903,55626,46442574.91
chandigarh,2022,2,163976,48486,40481195.06
chandigarh,2022,2,116842,39072,32621640.02
chandigarh,2022,2,129491,38344,32014084.44
chandigarh,2022,2,136408,29386,24534806.22
chandigarh,2022,3,129739,428928,360637531.87
chandigarh,2022,3,139043,174909,147062112.7
chandigarh,2022,3,138076,113923,95785317.89
chandigarh,2022,3,144864,91043,76548655.89
chandigarh,2022,3,170965,66493,55906957.33
chandigarh,2022,3,151474,64069,53869229.62
chandigarh,2022,3,175650,47871,40250176.63
chandigarh,2022,3,128488,42468,35707286.28
chandigarh,2022,3,184397,40108,33722492.41
chandigarh,2022,3,149973,38523,32389927.54
chandigarh,2022,4,111044,412761,346544114.21
chandigarh,2022,4,123390,223488,187634975.24
chandigarh,2022,4,135955,146424,122933865.77
chandigarh,2022,4,167621,101259,85014593.87
chandigarh,2022,4,198431,85410,71708791.94
chandigarh,2022,4,184035,74584,62618966.06
chandigarh,2022,4,195206,55602,46682234.63
chandigarh,2022,4,168512,53658,45050056.26
chandigarh,2022,4,186584,43174,36248210.84
chandigarh,2022,4,157216,36774,30874883.77
chandigarh,2023,1,191602,360117,303307809.39
chandigarh,2023,1,172039,162492,136858540.09
chandigarh,2023,1,151143,128568,108286601.64
chandigarh,2023,1,124923,87448,73653441.57
chandigarh,2023,1,125556,67620,56953051.26
chandigarh,2023,1,148744,54054,45527530.52
chandigarh,2023,1,136342,46175,38891178.88
chandigarh,2023,1,151544,40587,34184264.49
chandigarh,2023,1,155505,34779,29293264.3
chandigarh,2023,1,134920,30198,25434810.36
chandigarh,2023,2,138992,437458,368011402.5
chandigarh,2023,2,191876,197073,165788337.94
chandigarh,2023,2,169649,145347,122273467.78
chandigarh,2023,2,135394,98736,83062252.69
chandigarh,2023,2,179185,75501,63515513.03
chandigarh,2023,2,144777,70254,59101602.24
chandigarh,2023,2,165255,53939,45376976.98
chandigarh,2023,2,144377,53222,44773784.73
chandigarh,2023,2,139637,42642,35873105.66
chandigarh,2023,2,167657,41486,34900845.99
chandigarh,2023,3,113437,446723,385742815.6
chandigarh,2023,3,126894,209774,181138732.41
chandigarh,2023,3,158023,164515,142058044.6
chandigarh,2023,3,154146,110664,95558262.59
chandigarh,2023,3,145174,92634,79989156.61
chandigarh,2023,3,130099,66913,57778959.96
chandigarh,2023,3,114676,63305,54664246.82
chandigarh,2023,3,143068,50494,43602038.88
chandigarh,2023,3,187276,43866,37878631.47
chandigarh,2023,3,126606,42059,36318080.78
chandigarh,2023,4,124262,516843,439043712.11
chandigarh,2023,4,193031,216759,184130947.87
chandigarh,2023,4,177816,150322,127694360.16
chandigarh,2023,4,163736,120642,102482596.89
chandigarh,2023,4,136627,91775,77960489.78
chandigarh,2023,4,179178,67963,57733391.19
chandigarh,2023,4,126122,63899,54280964.25
chandigarh,2023,4,182144,53295,45272888.28
chandigarh,2023,4,148236,42702,36274918.72
chandigarh,2023,4,133849,40273,34211205.47
chhattisgarh,2018,1,411089,697081,544537597.78
chhattisgarh,2018,1,424693,321586,251212945.98
chhattisgarh,2018,1,435768,219805,171705364.31
chhattisgarh,2018,1,469822,163136,127436968.66
chhattisgarh,2018,1,488784,129292,100998815.99
chhattisgarh,2018,1,462382,114705,89604647.85
chhattisgarh,2018,1,498986,86113,67269132.19
chhattisgarh,2018,1,413237,80719,63055678.47
chhattisgarh,2018,1,443172,74827,58453151.21
chhattisgarh,2018,1,422034,62720,48995332.39
chhattisgarh,2018,2,450252,781638,619952130.84
chhattisgarh,2018,2,421396,381342,302459605.19
chhattisgarh,2018,2,423037,244409,193852292.42
chhattisgarh,2018,2,467584,183296,145380262.21
chhattisgarh,2018,2,419155,151882,120464624.12
chhattisgarh,2018,2,422612,115570,91664025.01
chhattisgarh,2018,2,418558,106954,84830441.6
chhattisgarh,2018,2,419963,98157,77852831.13
chhattisgarh,2018,2,418856,80203,63612654.74
chhattisgarh,2018,2,416522,66541,52776761.59
chhattisgarh,2018,3,445932,872259,688375800.56
chhattisgarh,2018,3,419867,500283,394817187.12
chhattisgarh,2018,3,411773,314297,248039696.68
chhattisgarh,2018,3,499584,230511,181916643.51
chhattisgarh,2018,3,416588,175474,138482391.57
chhattisgarh,2018,3,488774,138756,109504394.98
chhattisgarh,2018,3,456125,126449,99792161.82
chhattisgarh,2018,3,486768,116371,91839058.18
chhattisgarh,2018,3,485084,99362,78415764.34
chhattisgarh,2018,3,468217,82363,65000503.73
chhattisgarh,2018,4,419176,1076852,862885736.06
chhattisgarh,2018,4,414356,496225,397627662.28
chhattisgarh,2018,4,467597,377021,302109166.82
chhattisgarh,2018,4,482685,271357,217439990.12
chhattisgarh,2018,4,466508,190542,152682423.8
chhattisgarh,2018,4,456709,180501,144636193.91
chhattisgarh,2018,4,430229,147455,118156870.04
chhattisgarh,2018,4,493845,139013,111391928.87
chhattisgarh,2018,4,456423,120389,96468298.51
chhattisgarh,2018,4,474471,96774,77545989.53
chhattisgarh,2019,1,491211,923673,749944078.18
chhattisgarh,2019,1,473050,468054,380020321.71
chhattisgarh,2019,1,431112,266915,216712783.37
chhattisgarh,2019,1,485972,237070,192481168.6
chhattisgarh,2019,1,414305,187093,151904161.29
chhattisgarh,2019,1,456279,147883,120069206.33
chhattisgarh,2019,1,415043,127310,103365395.78
chhattisgarh,2019,1,497397,113539,92184590.1
chhattisgarh,2019,1,444578,89343,72539065.51
chhattisgarh,2019,1,480367,76268,61923471.25
chhattisgarh,2019,2,478247,1158417,930042531.9
chhattisgarh,2019,2,487031,520519,417902442.5
chhattisgarh,2019,2,413317,391605,314402596.9
chhattisgarh,2019,2,479911,270357,217058566.27
chhattisgarh,2019,2,481031,215734,173203514.63
chhattisgarh,2019,2,475948,164728,132253400.16
chhattisgarh,2019,2,467648,146152,117339204.98
chhattisgarh,2019,2,492360,137278,110214826.5
chhattisgarh,2019,2,419921,119005,95544365.39
chhattisgarh,2019,2,477305,114347,91804606.03
chhattisgarh,2019,3,419151,1323202,1078602179.02
chhattisgarh,2019,3,459231,640674,522242991.84
chhattisgarh,2019,3,412106,392148,319658015.35
chhattisgarh,2019,3,441630,261195,212911925.65
chhattisgarh,2019,3,454356,205364,167401842.52
chhattisgarh,2019,3,413254,181646,148068183.26
chhattisgarh,2019,3,473665,158859,129493671.66
chhattisgarh,2019,3,458616,134548,109676478.66
chhattisgarh,2019,3,464754,125293,102132571.36
chhattisgarh,2019,3,479072,104909,85516608.34
chhattisgarh,2019,4,445821,1454141,1159395613.08
chhattisgarh,2019,4,425030,754133,601275099.95
chhattisgarh,2019,4,485986,548836,437590818.58
chhattisgarh,2019,4,431221,357600,285117231.86
chhattisgarh,2019,4,479815,273555,218107542.04
chhattisgarh,2019,4,478930,220310,175654526.67
chhattisgarh,2019,4,436133,215174,171560131.89
chhattisgarh,2019,4,470245,194818,155329976.56
chhattisgarh,2019,4,453766,144180,114955847.26
chhattisgarh,2019,4,426984,132083,105310903.85
chhattisgarh,2020,1,479742,1170826,933122676.08
chhattisgarh,2020,1,420926,597630,476298224.77
chhattisgarh,2020,1,415755,348054,277391364.61
chhattisgarh,2020,1,467271,250804,199885929.82
chhattisgarh,2020,1,463289,202414,161320036.26
chhattisgarh,2020,1,492550,195617,155902750.93
chhattisgarh,2020,1,416166,158411,126250116.2
chhattisgarh,2020,1,412901,127808,101860484.97
chhattisgarh,2020,1,483892,126042,100452763.69
chhattisgarh,2020,1,448166,112386,89569546.15
chhattisgarh,2020,2,420558,1401963,1147522276.03
chhattisgarh,2020,2,416880,563354,461111379.21
chhattisgarh,2020,2,432562,439991,360138060.91
chhattisgarh,2020,2,434645,315628,258345155.2
chhattisgarh,2020,2,492985,260264,213029094.91
chhattisgarh,2020,2,451797,199716,163469908.26
chhattisgarh,2020,2,495146,179336,146789124.81
