state,year,quarter,district,txn_count,txn_amount
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 1,288281,244016045.01
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 2,143327,121319337.7
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 3,89082,75404263.46
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 4,54524,46152273.49
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 5,47980,40613022.47
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 1,320352,275554435.29
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 2,159272,136999522.26
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 3,98993,85150053.29
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 4,60590,52117325.55
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 5,53318,45862141.86
delhi,2018,1,New Delhi,2842136,2233454526.97
delhi,2018,1,South Delhi,1118871,879249701.72
delhi,2018,1,West Delhi,671893,527998721.93
delhi,2018,1,North Delhi,559534,439702869.33
delhi,2018,1,East Delhi,405059,318310244.69
delhi,2018,1,Central Delhi,363814,285898581.62
delhi,2018,2,New Delhi,3248810,2526651504.46
delhi,2018,2,South Delhi,1278967,994673298.61
delhi,2018,2,West Delhi,768033,597311809.58
delhi,2018,2,North Delhi,639597,497424909.66
delhi,2018,2,East Delhi,463017,360096455.48
delhi,2018,2,Central Delhi,415871,323429947.94
delhi,2018,3,New Delhi,4100079,3246968835.37
delhi,2018,3,South Delhi,1614088,1278242447.08
delhi,2018,3,West Delhi,969277,767598074.88
delhi,2018,3,North Delhi,807187,639234645.84
delhi,2018,3,East Delhi,584340,462755534.98
delhi,2018,3,Central Delhi,524840,415635856.2
delhi,2018,4,New Delhi,4493882,3555104931.34
delhi,2018,4,South Delhi,1769118,1399547164.59
delhi,2018,4,West Delhi,1062374,840442837.5
delhi,2018,4,North Delhi,884716,699897768.32
delhi,2018,4,East Delhi,640464,506670857.6
delhi,2018,4,Central Delhi,575249,455079539.39
delhi,2019,1,New Delhi,4191817,3352857840.73
delhi,2019,1,South Delhi,1650203,1319928040.07
delhi,2019,1,West Delhi,990964,792630713.25
delhi,2019,1,North Delhi,825248,660081141.22
delhi,2019,1,East Delhi,597414,477846755.69
delhi,2019,1,Central Delhi,536583,429190426.52
delhi,2019,2,New Delhi,4428688,3529652235.6
delhi,2019,2,South Delhi,1743452,1389527137.38
delhi,2019,2,West Delhi,1046961,834425705.45
delhi,2019,2,North Delhi,871881,694886865.61
delhi,2019,2,East Delhi,631173,503043358.71
delhi,2019,2,Central Delhi,566904,451821407.42
delhi,2019,3,New Delhi,5378303,4287508726.45
delhi,2019,3,South Delhi,2117290,1687874422.04
delhi,2019,3,West Delhi,1271455,1013586397.44
delhi,2019,3,North Delhi,1058833,844086981.19
delhi,2019,3,East Delhi,766511,611052490.81
delhi,2019,3,Central Delhi,688462,548832603.83
delhi,2019,4,New Delhi,5711480,4611528163.48
delhi,2019,4,South Delhi,2248453,1815431974.66
delhi,2019,4,West Delhi,1350219,1090186053.52
delhi,2019,4,North Delhi,1124426,907877076.07
delhi,2019,4,East Delhi,813995,657231495.15
delhi,2019,4,Central Delhi,731111,590309471.33
delhi,2020,1,New Delhi,4967837,3971549516.53
delhi,2020,1,South Delhi,1955701,1563489959.44
delhi,2020,1,West Delhi,1174419,938892215.4
delhi,2020,1,North Delhi,978024,781883712.88
delhi,2020,1,East Delhi,708012,566022223.93
delhi,2020,1,Central Delhi,635919,508387504.6
delhi,2020,2,New Delhi,5574921,4526543290.12
delhi,2020,2,South Delhi,2194693,1781975764.27
delhi,2020,2,West Delhi,1317936,1070095246.22
delhi,2020,2,North Delhi,1097541,891146002.2
delhi,2020,2,East Delhi,794533,645119515.48
delhi,2020,2,Central Delhi,713630,579430783.42
delhi,2020,3,New Delhi,6174631,5058292502.29
delhi,2020,3,South Delhi,2430782,1991310823.72
delhi,2020,3,West Delhi,1459710,1195803157.9
delhi,2020,3,North Delhi,1215607,995832106.86
delhi,2020,3,East Delhi,880003,720904009.76
delhi,2020,3,Central Delhi,790398,647498587.67
delhi,2020,4,New Delhi,7023503,5667840833.01
delhi,2020,4,South Delhi,2764960,2231273259.27
delhi,2020,4,West Delhi,1660387,1339903132.04
delhi,2020,4,North Delhi,1382725,1115834617.22
delhi,2020,4,East Delhi,1000984,807776375.4
delhi,2020,4,Central Delhi,899060,725525250.43
delhi,2021,1,New Delhi,5564606,4645860282.18
delhi,2021,1,South Delhi,2190632,1828947586.8
delhi,2021,1,West Delhi,1315498,1098302321.2
delhi,2021,1,North Delhi,1095510,914636081.42
delhi,2021,1,East Delhi,793063,662124482.66
delhi,2021,1,Central Delhi,712310,594704234.65
delhi,2021,2,New Delhi,5919550,4953256628.03
delhi,2021,2,South Delhi,2330364,1949961085.01
delhi,2021,2,West Delhi,1399408,1170972203.56
delhi,2021,2,North Delhi,1165388,975153568.42
delhi,2021,2,East Delhi,843649,705934376.65
delhi,2021,2,Central Delhi,757745,634053224.39
delhi,2021,3,New Delhi,7086198,5844100073.88
delhi,2021,3,South Delhi,2789641,2300661681.14
delhi,2021,3,West Delhi,1675209,1381571611.42
delhi,2021,3,North Delhi,1395068,1150534985.2
delhi,2021,3,East Delhi,1009919,832896708.68
delhi,2021,3,Central Delhi,907085,748087727.69
delhi,2021,4,New Delhi,8060962,6627978694.09
delhi,2021,4,South Delhi,3173379,2609253163.39
delhi,2021,4,West Delhi,1905647,1566884052.14
delhi,2021,4,North Delhi,1586971,1304858108.57
delhi,2021,4,East Delhi,1148842,944614494.92
delhi,2021,4,Central Delhi,1031862,848429947.77
delhi,2022,1,New Delhi,6174966,5174322581.28
delhi,2022,1,South Delhi,2430914,2036988678.86
delhi,2022,1,West Delhi,1459789,1223233191.81
delhi,2022,1,North Delhi,1215672,1018675087.56
delhi,2022,1,East Delhi,880051,737440528.59
delhi,2022,1,Central Delhi,790441,662351289.88
delhi,2022,2,New Delhi,6600867,5451518867.49
delhi,2022,2,South Delhi,2598580,2146113243.08
delhi,2022,2,West Delhi,1560474,1288763643.88
delhi,2022,2,North Delhi,1299520,1073247052.62
delhi,2022,2,East Delhi,940750,776946332.99
delhi,2022,2,Central Delhi,844959,697834450.21
delhi,2022,3,New Delhi,7207761,6069168722.44
delhi,2022,3,South Delhi,2837497,2389265026.2
delhi,2022,3,West Delhi,1703947,1434778854.88
delhi,2022,3,North Delhi,1419000,1194844519.77
delhi,2022,3,East Delhi,1027244,864973321.72
delhi,2022,3,Central Delhi,922646,776898167.57
delhi,2022,4,New Delhi,8518849,7217709930.93
delhi,2022,4,South Delhi,3353637,2841414153.38
delhi,2022,4,West Delhi,2013894,1706299175.92
delhi,2022,4,North Delhi,1677116,1420959203.91
delhi,2022,4,East Delhi,1214100,1028662543.37
delhi,2022,4,Central Delhi,1090475,923919876.98
delhi,2023,1,New Delhi,6676638,5711511711.54
delhi,2023,1,South Delhi,2628409,2248465284.65
delhi,2023,1,West Delhi,1578387,1350227124.65
delhi,2023,1,North Delhi,1314437,1124432155.41
delhi,2023,1,East Delhi,951549,814000315.87
delhi,2023,1,Central Delhi,854658,731115443.6
delhi,2023,2,New Delhi,7816529,6659686976.51
delhi,2023,2,South Delhi,3077152,2621735843.26
delhi,2023,2,West Delhi,1847862,1574380033.09
delhi,2023,2,North Delhi,1538849,1311100556.13
delhi,2023,2,East Delhi,1114005,949133535.27
delhi,2023,2,Central Delhi,1000573,852488840.78
delhi,2023,3,New Delhi,7855423,6741545861.4
delhi,2023,3,South Delhi,3092464,2653961437.85
delhi,2023,3,West Delhi,1857057,1593731842.62
delhi,2023,3,North Delhi,1546506,1327216212.9
delhi,2023,3,East Delhi,1119549,960800001.44
delhi,2023,3,Central Delhi,1005551,862967379.2
delhi,2023,4,New Delhi,8922702,7647142063.22
delhi,2023,4,South Delhi,3512622,3010469788.8
delhi,2023,4,West Delhi,2109367,1807818868.51
delhi,2023,4,North Delhi,1756623,1505502022.44
delhi,2023,4,East Delhi,1271656,1089864885.06
delhi,2023,4,Central Delhi,1142171,978890343.6
goa,2018,1,Goa District 1,296521,233791362.61
goa,2018,1,Goa District 2,139010,109602107.88
goa,2018,1,Goa District 3,81285,64089487.98
goa,2018,1,Goa District 4,58265,45938904.49
goa,2018,1,Goa District 5,47163,37185533.47
goa,2018,2,Goa District 1,358891,287017745.66
goa,2018,2,Goa District 2,168249,134554799.52
goa,2018,2,Goa District 3,98383,78680495.96
goa,2018,2,Goa District 4,70520,56397638.72
goa,2018,2,Goa District 5,57083,45651421.29
goa,2018,3,Goa District 1,438586,345834286.7
goa,2018,3,Goa District 2,205610,162128174.36
goa,2018,3,Goa District 3,120230,94803940.2
goa,2018,3,Goa District 4,86180,67954812.74
goa,2018,3,Goa District 5,69759,55006448.06
goa,2018,4,Goa District 1,483356,389694567.83
goa,2018,4,Goa District 2,226598,182690008.68
goa,2018,4,Goa District 3,132502,106827408.17
goa,2018,4,Goa District 4,94977,76573151.95
goa,2018,4,Goa District 5,76879,61982616.62
goa,2019,1,Goa District 1,436963,350540974.51
goa,2019,1,Goa District 2,204849,164334684.04
goa,2019,1,Goa District 3,119785,96094189.8
goa,2019,1,Goa District 4,85861,68879654.79
goa,2019,1,Goa District 5,69500,55755067.24
goa,2019,2,Goa District 1,522278,411571968.3
goa,2019,2,Goa District 2,244845,192946201.13
goa,2019,2,Goa District 3,143172,112824684.46
goa,2019,2,Goa District 4,102625,80871958.37
goa,2019,2,Goa District 5,83070,65462312.35
goa,2019,3,Goa District 1,557677,449139656.21
goa,2019,3,Goa District 2,261441,210558048.45
goa,2019,3,Goa District 3,152876,123123156.81
goa,2019,3,Goa District 4,109581,88253832.56
goa,2019,3,Goa District 5,88701,71437616.58
goa,2019,4,Goa District 1,651299,536320612.74
goa,2019,4,Goa District 2,305331,251428748.28
goa,2019,4,Goa District 3,178541,147022170.03
goa,2019,4,Goa District 4,127977,105384480.98
goa,2019,4,Goa District 5,103591,85304127.05
goa,2020,1,Goa District 1,562306,456387118.11
goa,2020,1,Goa District 2,263610,213955680.82
goa,2020,1,Goa District 3,154145,125109911.65
goa,2020,1,Goa District 4,110490,89677924.78
goa,2020,1,Goa District 5,89437,72590356.93
goa,2020,2,Goa District 1,577636,472536909.71
goa,2020,2,Goa District 2,270797,221526752.65
goa,2020,2,Goa District 3,158348,129537072.1
goa,2020,2,Goa District 4,113502,92851282.96
goa,2020,2,Goa District 5,91875,75159051.55
goa,2020,3,Goa District 1,684696,557676752.77
goa,2020,3,Goa District 2,320987,261440572.23
goa,2020,3,Goa District 3,187696,152876552.6
goa,2020,3,Goa District 4,134539,109580862.17
goa,2020,3,Goa District 5,108903,88700914.04
goa,2020,4,Goa District 1,737819,609132939.42
goa,2020,4,Goa District 2,345891,285563390.36
goa,2020,4,Goa District 3,202259,166982294.66
goa,2020,4,Goa District 4,144978,119691761.13
goa,2020,4,Goa District 5,117353,96885244.42
goa,2021,1,Goa District 1,602317,494944006.21
goa,2021,1,Goa District 2,282368,232031268.22
goa,2021,1,Goa District 3,165113,135679554.56
goa,2021,1,Goa District 4,118352,97254172.17
goa,2021,1,Goa District 5,95801,78722997.74
goa,2021,2,Goa District 1,663809,546257388.15
goa,2021,2,Goa District 2,311195,256087139.07
goa,2021,2,Goa District 3,181970,149746149.4
goa,2021,2,Goa District 4,130435,107337010.67
goa,2021,2,Goa District 5,105581,86884614.41
goa,2021,3,Goa District 1,763128,632027981.53
goa,2021,3,Goa District 2,357756,296296656.32
goa,2021,3,Goa District 3,209197,173258538.18
goa,2021,3,Goa District 4,149951,124190529.35
goa,2021,3,Goa District 5,121378,100526800.48
goa,2021,4,Goa District 1,801284,679317936.6
goa,2021,4,Goa District 2,375644,318466332.31
goa,2021,4,Goa District 3,219656,186222186.51
goa,2021,4,Goa District 4,157448,133482783.37
goa,2021,4,Goa District 5,127447,108048473.6
goa,2022,1,Goa District 1,685326,571870574.87
goa,2022,1,Goa District 2,321283,268094679.56
goa,2022,1,Goa District 3,187869,156767520.95
goa,2022,1,Goa District 4,134663,112369881.54
goa,2022,1,Goa District 5,109004,90958503.2
goa,2022,2,Goa District 1,742068,621742832.46
goa,2022,2,Goa District 2,347883,291474946.89
goa,2022,2,Goa District 3,203423,170439058.75
goa,2022,2,Goa District 4,145812,122169545.87
goa,2022,2,Goa District 5,118029,98890902.77
goa,2022,3,Goa District 1,824569,682593294.57
goa,2022,3,Goa District 2,386560,320001830.17
goa,2022,3,Goa District 3,226040,187120064.06
goa,2022,3,Goa District 4,162023,134126375.83
goa,2022,3,Goa District 5,131151,108569433.54
goa,2022,4,Goa District 1,912154,777442504.53
goa,2022,4,Goa District 2,427620,364467430.73
goa,2022,4,Goa District 3,250049,213121184.18
goa,2022,4,Goa District 4,179234,152763800.02
goa,2022,4,Goa District 5,145082,123655613.08
goa,2023,1,Goa District 1,753147,637284719.96
goa,2023,1,Goa District 2,353077,298761031.42
goa,2023,1,Goa District 3,206461,174699573.78
goa,2023,1,Goa District 4,147989,125223453.76
goa,2023,1,Goa District 5,119791,101362907.6
goa,2023,2,Goa District 1,813526,707644261.59
goa,2023,2,Goa District 2,381383,331745800.35
goa,2023,2,Goa District 3,223012,193987313.7
goa,2023,2,Goa District 4,159854,139048773.17
goa,2023,2,Goa District 5,129394,112553898.84
goa,2023,3,Goa District 1,869296,738204743.86
goa,2023,3,Goa District 2,407528,346072648.17
goa,2023,3,Goa District 3,238301,202364892.92
goa,2023,3,Goa District 4,170812,145053764.37
goa,2023,3,Goa District 5,138265,117414676.52
goa,2023,4,Goa District 1,1012513,881193780.2
goa,2023,4,Goa District 2,474669,413106346.99
goa,2023,4,Goa District 3,277561,241562637.54
goa,2023,4,Goa District 4,198954,173150438.31
goa,2023,4,Goa District 5,161044,140157704.91
gujarat,2018,1,Ahmedabad,2589731,2073953026.57
gujarat,2018,1,Surat,966733,774196039.79
gujarat,2018,1,Vadodara,701147,561504969.57
gujarat,2018,1,Rajkot,524456,420004337.3
gujarat,2018,1,Gandhinagar,388812,311375226.6
gujarat,2018,1,Bhavnagar,314054,251506306.79
gujarat,2018,2,Ahmedabad,3337513,2595115678.22
gujarat,2018,2,Surat,1245876,968743387.69
gujarat,2018,2,Vadodara,903603,702605281.44
gujarat,2018,2,Rajkot,675892,525547023.82
gujarat,2018,2,Gandhinagar,501081,389620556.5
gujarat,2018,2,Bhavnagar,404737,314707204.82
gujarat,2018,3,Ahmedabad,3730611,2934924297.54
gujarat,2018,3,Surat,1392618,1095592204.41
gujarat,2018,3,Vadodara,1010030,794605546.63
gujarat,2018,3,Rajkot,755500,594362996.09
gujarat,2018,3,Gandhinagar,560099,440638098.59
gujarat,2018,3,Bhavnagar,452407,355915472.21
gujarat,2018,4,Ahmedabad,4383692,3499589914.96
gujarat,2018,4,Surat,1636409,1306378986.56
gujarat,2018,4,Vadodara,1186846,947483912.85
gujarat,2018,4,Rajkot,887758,708715638.32
gujarat,2018,4,Gandhinagar,658150,525414794.27
gujarat,2018,4,Bhavnagar,531606,424391933.43
gujarat,2019,1,Ahmedabad,3928120,3141388603.22
gujarat,2019,1,Surat,1466347,1172664271.99
gujarat,2019,1,Vadodara,1063504,850503984.15
gujarat,2019,1,Rajkot,795498,636174889.98
gujarat,2019,1,Gandhinagar,589752,471635844.99
gujarat,2019,1,Bhavnagar,476359,380953201.77
gujarat,2019,2,Ahmedabad,4242218,3371030082.29
gujarat,2019,2,Surat,1583598,1258388259.65
gujarat,2019,2,Vadodara,1148544,912677442.31
gujarat,2019,2,Rajkot,859108,682680483.89
gujarat,2019,2,Gandhinagar,636910,506113321.9
gujarat,2019,2,Bhavnagar,514449,408801605.06
gujarat,2019,3,Ahmedabad,4748257,3785798816.01
gujarat,2019,3,Surat,1772500,1413219303.05
gujarat,2019,3,Vadodara,1285549,1024972514.68
gujarat,2019,3,Rajkot,961588,766676922.05
gujarat,2019,3,Gandhinagar,712884,568385083.51
gujarat,2019,3,Bhavnagar,575816,459100214.07
gujarat,2019,4,Ahmedabad,5729639,4681364777.43
gujarat,2019,4,Surat,2138845,1747529488.39
gujarat,2019,4,Vadodara,1551250,1267439307.06
gujarat,2019,4,Rajkot,1160331,948041486.88
gujarat,2019,4,Gandhinagar,860225,702841867.53
gujarat,2019,4,Bhavnagar,694827,567704644.62
gujarat,2020,1,Ahmedabad,4656007,3813020530.25
gujarat,2020,1,Surat,1738063,1423381029.52
gujarat,2020,1,Vadodara,1260574,1032342560.01
gujarat,2020,1,Rajkot,942906,772189697.85
gujarat,2020,1,Gandhinagar,699034,572472045.62
gujarat,2020,1,Bhavnagar,564629,462401365.41
gujarat,2020,2,Ahmedabad,5242139,4305774025.85
gujarat,2020,2,Surat,1956863,1607323385.01
gujarat,2020,2,Vadodara,1419264,1165751336.87
gujarat,2020,2,Rajkot,1061606,871979135.08
gujarat,2020,2,Gandhinagar,787034,646452135.51
gujarat,2020,2,Bhavnagar,635709,522157112.16
gujarat,2020,3,Ahmedabad,5522621,4474685334.2
gujarat,2020,3,Surat,2061566,1670377111.07
gujarat,2020,3,Vadodara,1495202,1211482622.9
gujarat,2020,3,Rajkot,1118407,906186024.64
gujarat,2020,3,Gandhinagar,829144,671811821.22
gujarat,2020,3,Bhavnagar,669723,542640825.53
gujarat,2020,4,Ahmedabad,6539724,5288397287.98
gujarat,2020,4,Surat,2441245,1974131614.7
gujarat,2020,4,Vadodara,1770574,1431788145.73
gujarat,2020,4,Rajkot,1324385,1070974014.3
gujarat,2020,4,Gandhinagar,981848,793979363.47
gujarat,2020,4,Bhavnagar,793066,641318898.6
gujarat,2021,1,Ahmedabad,5080885,4226635340.78
gujarat,2021,1,Surat,1896668,1577781319.31
gujarat,2021,1,Vadodara,1375606,1144325217.58
gujarat,2021,1,Rajkot,1028949,855952450.51
gujarat,2021,1,Gandhinagar,762824,634570561.69
gujarat,2021,1,Bhavnagar,616154,512560039.25
gujarat,2021,2,Ahmedabad,5910031,4833841567.85
gujarat,2021,2,Surat,2206184,1804448293.11
gujarat,2021,2,Vadodara,1600090,1308721088.51
gujarat,2021,2,Rajkot,1196863,978920157.94
gujarat,2021,2,Gandhinagar,887309,725734138.75
gujarat,2021,2,Bhavnagar,716703,586195359.67
gujarat,2021,3,Ahmedabad,6059342,5010860662.4
gujarat,2021,3,Surat,2261921,1870528614.22
gujarat,2021,3,Vadodara,1640514,1356647488.01
gujarat,2021,3,Rajkot,1227101,1014768986.99
gujarat,2021,3,Gandhinagar,909726,752311095.88
gujarat,2021,3,Bhavnagar,734810,607662296.54
gujarat,2021,4,Ahmedabad,7471258,6208006535.04
gujarat,2021,4,Surat,2788982,2317417035.39
gujarat,2021,4,Vadodara,2022778,1680764451.2
gujarat,2021,4,Rajkot,1513033,1257207678.92
gujarat,2021,4,Gandhinagar,1121705,932045912.71
gujarat,2021,4,Bhavnagar,906032,752839035.48
gujarat,2022,1,Ahmedabad,6023809,4980589948.86
gujarat,2022,1,Surat,2248657,1859228711.93
gujarat,2022,1,Vadodara,1630894,1348451952.3
gujarat,2022,1,Rajkot,1219905,1008638746.42
gujarat,2022,1,Gandhinagar,904391,747766368.89
gujarat,2022,1,Bhavnagar,730501,603991395.96
gujarat,2022,2,Ahmedabad,6542768,5431288245.87
gujarat,2022,2,Surat,2442382,2027472077.24
gujarat,2022,2,Vadodara,1771398,1470474645.34
gujarat,2022,2,Rajkot,1325001,1099911420.94
gujarat,2022,2,Gandhinagar,982305,815432455.13
gujarat,2022,2,Bhavnagar,793435,658647148.86
gujarat,2022,3,Ahmedabad,6771639,5767827993.98
gujarat,2022,3,Surat,2527818,2153100641.09
gujarat,2022,3,Vadodara,1833363,1561589891.73
gujarat,2022,3,Rajkot,1371351,1168065401.32
gujarat,2022,3,Gandhinagar,1016667,865959221.64
gujarat,2022,3,Bhavnagar,821190,699459003.35
gujarat,2022,4,Ahmedabad,7710118,6598490530.17
gujarat,2022,4,Surat,2878147,2463182710.29
gujarat,2022,4,Vadodara,2087448,1786484639.17
gujarat,2022,4,Rajkot,1561406,1336286119.7
gujarat,2022,4,Gandhinagar,1157567,990671658.29
gujarat,2022,4,Bhavnagar,934998,800192657.39
gujarat,2023,1,Ahmedabad,6319200,5432352061.62
gujarat,2023,1,Surat,2358925,2027869194.21
gujarat,2023,1,Vadodara,1710869,1470762664.32
gujarat,2023,1,Rajkot,1279725,1100126858.42
gujarat,2023,1,Gandhinagar,948740,815592172.28
gujarat,2023,1,Bhavnagar,766323,658776156.79
gujarat,2023,2,Ahmedabad,7207560,6147866491.42
gujarat,2023,2,Surat,2690545,2294967065.21
gujarat,2023,2,Vadodara,1951385,1664482050.91
gujarat,2023,2,Rajkot,1459631,1245028483.52
gujarat,2023,2,Gandhinagar,1082115,923016720.89
gujarat,2023,2,Bhavnagar,874053,745545909.71
gujarat,2023,3,Ahmedabad,7888292,6807411157.04
gujarat,2023,3,Surat,2944659,2541171709.99
gujarat,2023,3,Vadodara,2135687,1843048104.55
gujarat,2023,3,Rajkot,1597489,1378595452.81
gujarat,2023,3,Gandhinagar,1184317,1022038187.18
gujarat,2023,3,Bhavnagar,956605,825528262.68
gujarat,2023,4,Ahmedabad,8558433,7449467895.96
gujarat,2023,4,Surat,3194819,2780848201.31
gujarat,2023,4,Vadodara,2317122,2016879452.24
gujarat,2023,4,Rajkot,1733201,1508620873.67
gujarat,2023,4,Gandhinagar,1284929,1118434084.3
gujarat,2023,4,Bhavnagar,1037873,903389871.45
haryana,2018,1,Gurugram,1870396,1463955990.54
haryana,2018,1,Faridabad,708009,554157718.6
haryana,2018,1,Hisar,493405,386187654.09
haryana,2018,1,Panipat,329917,258225435.08
haryana,2018,1,Karnal,271960,212863084.11
haryana,2018,1,Ambala,214851,168163813.66
haryana,2018,2,Gurugram,2238218,1774845430.26
haryana,2018,2,Faridabad,847242,671840069.55
haryana,2018,2,Hisar,590436,468199452.39
haryana,2018,2,Panipat,394796,313062849.15
haryana,2018,2,Karnal,325442,258067233.27
haryana,2018,2,Ambala,257102,203875511.38
haryana,2018,3,Gurugram,2710012,2111513919.58
haryana,2018,3,Faridabad,1025832,799280677.85
haryana,2018,3,Hisar,714894,557011694.65
haryana,2018,3,Panipat,478015,372447398.75
haryana,2018,3,Karnal,394043,307019724.62
haryana,2018,3,Ambala,311297,242548434.25
haryana,2018,4,Gurugram,3087284,2436732764.87
haryana,2018,4,Faridabad,1168643,922387201.9
haryana,2018,4,Hisar,814417,642803551.61
haryana,2018,4,Panipat,544562,429812359.43
haryana,2018,4,Karnal,448899,354307407.36
haryana,2018,4,Ambala,354634,279906142.85
haryana,2019,1,Gurugram,2736067,2192626774.88
haryana,2019,1,Faridabad,1035695,829984684.76
haryana,2019,1,Hisar,721767,578409047.79
haryana,2019,1,Panipat,482611,386754797.67
haryana,2019,1,Karnal,397831,318813748.93
haryana,2019,1,Ambala,314290,251865823.0
haryana,2019,2,Gurugram,2999606,2387159194.55
haryana,2019,2,Faridabad,1135454,903621899.66
haryana,2019,2,Hisar,791288,629726177.05
haryana,2019,2,Panipat,529096,421068137.03
haryana,2019,2,Karnal,436150,347099278.74
haryana,2019,2,Ambala,344563,274211654.29
haryana,2019,3,Gurugram,3226846,2609692855.54
haryana,2019,3,Faridabad,1221472,987858547.94
haryana,2019,3,Hisar,851233,688429958.48
haryana,2019,3,Panipat,569179,460320581.64
haryana,2019,3,Karnal,469192,379456263.31
haryana,2019,3,Ambala,370666,299773972.65
haryana,2019,4,Gurugram,3959107,3203737382.81
haryana,2019,4,Faridabad,1498658,1212724843.18
haryana,2019,4,Hisar,1044401,845137307.54
haryana,2019,4,Panipat,698342,565103380.78
haryana,2019,4,Karnal,575664,465831913.26
haryana,2019,4,Ambala,454780,368011538.42
haryana,2020,1,Gurugram,3394264,2751405048.62
haryana,2020,1,Faridabad,1284845,1041501489.48
haryana,2020,1,Hisar,895397,725813253.99
haryana,2020,1,Panipat,598710,485317024.8
haryana,2020,1,Karnal,493535,400061592.07
haryana,2020,1,Ambala,389897,316052373.77
haryana,2020,2,Gurugram,3653602,3039822311.63
haryana,2020,2,Faridabad,1383014,1150677348.26
haryana,2020,2,Hisar,963810,801896952.49
haryana,2020,2,Panipat,644454,536190598.67
haryana,2020,2,Karnal,531243,441998227.13
haryana,2020,2,Ambala,419687,349182705.0
haryana,2020,3,Gurugram,4006450,3264538515.89
haryana,2020,3,Faridabad,1516579,1235740164.28
haryana,2020,3,Hisar,1056890,861176482.97
haryana,2020,3,Panipat,706692,575828019.46
haryana,2020,3,Karnal,582548,474672559.28
haryana,2020,3,Ambala,460218,374995730.9
haryana,2020,4,Gurugram,4420534,3593986964.13
haryana,2020,4,Faridabad,1673324,1360447738.58
haryana,2020,4,Hisar,1166125,948084097.81
haryana,2020,4,Panipat,779732,633939034.71
haryana,2020,4,Karnal,642757,522575237.5
haryana,2020,4,Ambala,507784,412839291.64
haryana,2021,1,Gurugram,3620271,2988446594.71
haryana,2021,1,Faridabad,1370397,1131229871.51
haryana,2021,1,Hisar,955017,788344176.5
haryana,2021,1,Panipat,638575,527128497.8
haryana,2021,1,Karnal,526397,434528061.62
haryana,2021,1,Ambala,415858,343281204.85
haryana,2021,2,Gurugram,3921022,3236415496.26
haryana,2021,2,Faridabad,1484241,1225094633.61
haryana,2021,2,Hisar,1034355,853757706.01
haryana,2021,2,Panipat,691624,570867433.88
haryana,2021,2,Karnal,570127,470583397.63
haryana,2021,2,Ambala,450405,371765255.21
haryana,2021,3,Gurugram,4537847,3701965086.44
haryana,2021,3,Faridabad,1717731,1401321173.51
haryana,2021,3,Hisar,1197072,976568436.15
haryana,2021,3,Panipat,800425,652985165.73
haryana,2021,3,Karnal,659815,538275542.9
haryana,2021,3,Ambala,521260,425242678.74
haryana,2021,4,Gurugram,4936381,4095325512.16
haryana,2021,4,Faridabad,1868590,1550221630.57
haryana,2021,4,Hisar,1302204,1080335858.81
haryana,2021,4,Panipat,870722,722369537.76
haryana,2021,4,Karnal,717762,595471192.17
haryana,2021,4,Ambala,567039,470427772.93
haryana,2022,1,Gurugram,3997345,3387652893.77
haryana,2022,1,Faridabad,1513132,1282343192.79
haryana,2022,1,Hisar,1054488,893653724.83
haryana,2022,1,Panipat,705086,597544016.39
haryana,2022,1,Karnal,581224,492573716.38
haryana,2022,1,Ambala,459172,389137811.28
haryana,2022,2,Gurugram,4347959,3656881551.4
haryana,2022,2,Faridabad,1645852,1384255504.13
haryana,2022,2,Hisar,1146979,964675520.82
haryana,2022,2,Panipat,766931,645032935.25
haryana,2022,2,Karnal,632204,531720277.32
haryana,2022,2,Ambala,499447,420063958.04
haryana,2022,3,Gurugram,5117528,4328153568.79
haryana,2022,3,Faridabad,1937160,1638355061.85
haryana,2022,3,Hisar,1349990,1141755274.13
haryana,2022,3,Panipat,902674,763437798.42
haryana,2022,3,Karnal,744102,629325009.17
haryana,2022,3,Ambala,587847,497172602.82
haryana,2022,4,Gurugram,5630434,4811763238.89
haryana,2022,4,Faridabad,2131313,1821417963.47
haryana,2022,4,Hisar,1485293,1269330204.8
haryana,2022,4,Panipat,993145,848741126.04
haryana,2022,4,Karnal,818680,699643137.96
haryana,2022,4,Ambala,646764,552724577.73
haryana,2023,1,Gurugram,4722084,3972935842.85
haryana,2023,1,Faridabad,1787471,1503892929.18
