state,year,quarter,pincode,registered_users
chandigarh,2021,2,118123,29320
chandigarh,2021,2,121143,19263
chandigarh,2021,2,138216,14269
chandigarh,2021,2,117433,12283
chandigarh,2021,2,111312,10441
chandigarh,2021,2,162935,8811
chandigarh,2021,2,182147,7320
chandigarh,2021,2,139041,6364
chandigarh,2021,2,178656,5432
chandigarh,2021,3,114033,70464
chandigarh,2021,3,165840,31131
chandigarh,2021,3,161593,18933
chandigarh,2021,3,134801,15830
chandigarh,2021,3,187147,11407
chandigarh,2021,3,157009,9591
chandigarh,2021,3,144561,8737
chandigarh,2021,3,189851,8055
chandigarh,2021,3,163012,6901
chandigarh,2021,3,193600,5934
chandigarh,2021,4,141121,76560
chandigarh,2021,4,170578,37000
chandigarh,2021,4,142492,27189
chandigarh,2021,4,186929,18698
chandigarh,2021,4,137175,15416
chandigarh,2021,4,164410,11915
chandigarh,2021,4,183564,11750
chandigarh,2021,4,145809,9940
chandigarh,2021,4,159937,8127
chandigarh,2021,4,137125,7589
chandigarh,2022,1,122352,64224
chandigarh,2022,1,193848,35735
chandigarh,2022,1,113000,20211
chandigarh,2022,1,189140,15966
chandigarh,2022,1,144943,13308
chandigarh,2022,1,117558,10593
chandigarh,2022,1,149793,9568
chandigarh,2022,1,124628,7172
chandigarh,2022,1,190073,6592
chandigarh,2022,1,111290,6502
chandigarh,2022,2,119465,76765
chandigarh,2022,2,171582,35354
chandigarh,2022,2,115735,23304
chandigarh,2022,2,177340,17260
chandigarh,2022,2,192180,12667
chandigarh,2022,2,168903,11686
chandigarh,2022,2,163976,10186
chandigarh,2022,2,116842,8209
chandigarh,2022,2,129491,8056
chandigarh,2022,2,136408,6174
chandigarh,2022,3,129739,81217
chandigarh,2022,3,139043,33118
chandigarh,2022,3,138076,21571
chandigarh,2022,3,144864,17239
chandigarh,2022,3,170965,12590
chandigarh,2022,3,151474,12131
chandigarh,2022,3,175650,9064
chandigarh,2022,3,128488,8041
chandigarh,2022,3,184397,7594
chandigarh,2022,3,149973,7294
chandigarh,2022,4,111044,80744
chandigarh,2022,4,123390,43718
chandigarh,2022,4,135955,28643
chandigarh,2022,4,167621,19808
chandigarh,2022,4,198431,16708
chandigarh,2022,4,184035,14590
chandigarh,2022,4,195206,10876
chandigarh,2022,4,168512,10496
chandigarh,2022,4,186584,8445
chandigarh,2022,4,157216,7193
chandigarh,2023,1,191602,67419
chandigarh,2023,1,172039,30421
chandigarh,2023,1,151143,24070
chandigarh,2023,1,124923,16371
chandigarh,2023,1,125556,12659
chandigarh,2023,1,148744,10119
chandigarh,2023,1,136342,8644
chandigarh,2023,1,151544,7598
chandigarh,2023,1,155505,6511
chandigarh,2023,1,134920,5653
chandigarh,2023,2,138992,90798
chandigarh,2023,2,191876,40904
chandigarh,2023,2,169649,30168
chandigarh,2023,2,135394,20493
chandigarh,2023,2,179185,15671
chandigarh,2023,2,144777,14582
chandigarh,2023,2,165255,11195
chandigarh,2023,2,144377,11046
chandigarh,2023,2,139637,8850
chandigarh,2023,2,167657,8611
chandigarh,2023,3,113437,83970
chandigarh,2023,3,126894,39431
chandigarh,2023,3,158023,30924
chandigarh,2023,3,154146,20801
chandigarh,2023,3,145174,17412
chandigarh,2023,3,130099,12577
chandigarh,2023,3,114676,11899
chandigarh,2023,3,143068,9491
chandigarh,2023,3,187276,8245
chandigarh,2023,3,126606,7905
chandigarh,2023,4,124262,105489
chandigarh,2023,4,193031,44241
chandigarh,2023,4,177816,30681
chandigarh,2023,4,163736,24623
chandigarh,2023,4,136627,18731
chandigarh,2023,4,179178,13871
chandigarh,2023,4,126122,13042
chandigarh,2023,4,182144,10877
chandigarh,2023,4,148236,8715
chandigarh,2023,4,133849,8219
chhattisgarh,2018,1,411089,142390
chhattisgarh,2018,1,424693,65689
chhattisgarh,2018,1,435768,44899
chhattisgarh,2018,1,469822,33323
chhattisgarh,2018,1,488784,26410
chhattisgarh,2018,1,462382,23430
chhattisgarh,2018,1,498986,17590
chhattisgarh,2018,1,413237,16488
chhattisgarh,2018,1,443172,15284
chhattisgarh,2018,1,422034,12811
chhattisgarh,2018,2,450252,149106
chhattisgarh,2018,2,421396,72745
chhattisgarh,2018,2,423037,46624
chhattisgarh,2018,2,467584,34965
chhattisgarh,2018,2,419155,28973
chhattisgarh,2018,2,422612,22046
chhattisgarh,2018,2,418558,20402
chhattisgarh,2018,2,419963,18724
chhattisgarh,2018,2,418856,15299
chhattisgarh,2018,2,416522,12693
chhattisgarh,2018,3,445932,151248
chhattisgarh,2018,3,419867,86748
chhattisgarh,2018,3,411773,54498
chhattisgarh,2018,3,499584,39970
chhattisgarh,2018,3,416588,30426
chhattisgarh,2018,3,488774,24060
chhattisgarh,2018,3,456125,21926
chhattisgarh,2018,3,486768,20178
chhattisgarh,2018,3,485084,17229
chhattisgarh,2018,3,468217,14281
chhattisgarh,2018,4,419176,213913
chhattisgarh,2018,4,414356,98573
chhattisgarh,2018,4,467597,74894
chhattisgarh,2018,4,482685,53904
chhattisgarh,2018,4,466508,37850
chhattisgarh,2018,4,456709,35856
chhattisgarh,2018,4,430229,29291
chhattisgarh,2018,4,493845,27614
chhattisgarh,2018,4,456423,23914
chhattisgarh,2018,4,474471,19224
chhattisgarh,2019,1,491211,188799
chhattisgarh,2019,1,473050,95670
chhattisgarh,2019,1,431112,54557
chhattisgarh,2019,1,485972,48457
chhattisgarh,2019,1,414305,38242
chhattisgarh,2019,1,456279,30227
chhattisgarh,2019,1,415043,26022
chhattisgarh,2019,1,497397,23207
chhattisgarh,2019,1,444578,18261
chhattisgarh,2019,1,480367,15589
chhattisgarh,2019,2,478247,239962
chhattisgarh,2019,2,487031,107824
chhattisgarh,2019,2,413317,81119
chhattisgarh,2019,2,479911,56003
chhattisgarh,2019,2,481031,44688
chhattisgarh,2019,2,475948,34123
chhattisgarh,2019,2,467648,30274
chhattisgarh,2019,2,492360,28436
chhattisgarh,2019,2,419921,24651
chhattisgarh,2019,2,477305,23686
chhattisgarh,2019,3,419151,244041
chhattisgarh,2019,3,459231,118161
chhattisgarh,2019,3,412106,72324
chhattisgarh,2019,3,441630,48172
chhattisgarh,2019,3,454356,37875
chhattisgarh,2019,3,413254,33501
chhattisgarh,2019,3,473665,29298
chhattisgarh,2019,3,458616,24815
chhattisgarh,2019,3,464754,23108
chhattisgarh,2019,3,479072,19348
chhattisgarh,2019,4,445821,287313
chhattisgarh,2019,4,425030,149003
chhattisgarh,2019,4,485986,108440
chhattisgarh,2019,4,431221,70655
chhattisgarh,2019,4,479815,54049
chhattisgarh,2019,4,478930,43529
chhattisgarh,2019,4,436133,42514
chhattisgarh,2019,4,470245,38492
chhattisgarh,2019,4,453766,28487
chhattisgarh,2019,4,426984,26097
chhattisgarh,2020,1,479742,211795
chhattisgarh,2020,1,420926,108107
chhattisgarh,2020,1,415755,62960
chhattisgarh,2020,1,467271,45369
chhattisgarh,2020,1,463289,36615
chhattisgarh,2020,1,492550,35385
chhattisgarh,2020,1,416166,28655
chhattisgarh,2020,1,412901,23119
chhattisgarh,2020,1,483892,22800
chhattisgarh,2020,1,448166,20330
chhattisgarh,2020,2,420558,266122
chhattisgarh,2020,2,416880,106936
chhattisgarh,2020,2,432562,83519
chhattisgarh,2020,2,434645,59913
chhattisgarh,2020,2,492985,49403
chhattisgarh,2020,2,451797,37910
chhattisgarh,2020,2,495146,34042
chhattisgarh,2020,2,418007,25969
chhattisgarh,2020,2,467942,25252
chhattisgarh,2020,2,495929,22167
chhattisgarh,2020,3,469455,314549
chhattisgarh,2020,3,421506,126741
chhattisgarh,2020,3,431007,96351
chhattisgarh,2020,3,422082,61579
chhattisgarh,2020,3,466717,54021
chhattisgarh,2020,3,442883,40715
chhattisgarh,2020,3,410240,40283
chhattisgarh,2020,3,457880,33534
chhattisgarh,2020,3,457363,27779
chhattisgarh,2020,3,475593,25207
chhattisgarh,2020,4,486484,343250
chhattisgarh,2020,4,462275,168007
chhattisgarh,2020,4,473959,101304
chhattisgarh,2020,4,482839,67868
chhattisgarh,2020,4,493016,63394
chhattisgarh,2020,4,481717,51793
chhattisgarh,2020,4,444855,37489
chhattisgarh,2020,4,465271,33665
chhattisgarh,2020,4,469172,31921
chhattisgarh,2020,4,456678,30372
chhattisgarh,2021,1,450534,291872
chhattisgarh,2021,1,489156,134295
chhattisgarh,2021,1,444661,87353
chhattisgarh,2021,1,460184,72389
chhattisgarh,2021,1,453821,57029
chhattisgarh,2021,1,417351,47487
chhattisgarh,2021,1,422799,35719
chhattisgarh,2021,1,498316,32808
chhattisgarh,2021,1,437027,28726
chhattisgarh,2021,1,412511,25340
chhattisgarh,2021,2,487349,294259
chhattisgarh,2021,2,466316,138867
chhattisgarh,2021,2,444948,78573
chhattisgarh,2021,2,465890,63180
chhattisgarh,2021,2,464413,55536
chhattisgarh,2021,2,414890,43590
chhattisgarh,2021,2,499933,33933
chhattisgarh,2021,2,435215,33211
chhattisgarh,2021,2,415327,30048
chhattisgarh,2021,2,493307,25261
chhattisgarh,2021,3,419441,297805
chhattisgarh,2021,3,475673,159779
chhattisgarh,2021,3,433108,86656
chhattisgarh,2021,3,451093,76972
chhattisgarh,2021,3,464411,55205
chhattisgarh,2021,3,411913,50376
chhattisgarh,2021,3,449144,42054
chhattisgarh,2021,3,471015,33405
chhattisgarh,2021,3,445970,33352
chhattisgarh,2021,3,417283,28611
chhattisgarh,2021,4,416761,334330
chhattisgarh,2021,4,458921,164451
chhattisgarh,2021,4,421702,102414
chhattisgarh,2021,4,430607,86157
chhattisgarh,2021,4,482857,58927
chhattisgarh,2021,4,473717,54178
chhattisgarh,2021,4,464597,45085
chhattisgarh,2021,4,424452,41290
chhattisgarh,2021,4,468099,32635
chhattisgarh,2021,4,445151,30805
chhattisgarh,2022,1,462640,319784
chhattisgarh,2022,1,443731,161473
chhattisgarh,2022,1,493422,93907
chhattisgarh,2022,1,438947,66611
chhattisgarh,2022,1,433771,56201
chhattisgarh,2022,1,463778,44753
chhattisgarh,2022,1,413889,43051
chhattisgarh,2022,1,415810,37316
chhattisgarh,2022,1,488222,32261
chhattisgarh,2022,1,443599,28389
chhattisgarh,2022,2,483905,343730
chhattisgarh,2022,2,421390,167487
chhattisgarh,2022,2,412319,112707
chhattisgarh,2022,2,477294,86550
chhattisgarh,2022,2,475777,73098
chhattisgarh,2022,2,466085,59675
chhattisgarh,2022,2,493124,48103
chhattisgarh,2022,2,471671,38927
chhattisgarh,2022,2,434381,34014
chhattisgarh,2022,2,462363,32282
chhattisgarh,2022,3,470132,382582
chhattisgarh,2022,3,446106,163557
chhattisgarh,2022,3,451849,113207
chhattisgarh,2022,3,463131,87533
chhattisgarh,2022,3,419929,65350
chhattisgarh,2022,3,488350,50841
chhattisgarh,2022,3,411882,49730
chhattisgarh,2022,3,483561,38800
chhattisgarh,2022,3,473297,37516
chhattisgarh,2022,3,415385,34964
chhattisgarh,2022,4,444492,405530
chhattisgarh,2022,4,467571,171646
chhattisgarh,2022,4,478522,128924
chhattisgarh,2022,4,414996,82199
chhattisgarh,2022,4,448785,65596
chhattisgarh,2022,4,474578,57893
chhattisgarh,2022,4,449364,48460
chhattisgarh,2022,4,498778,45834
chhattisgarh,2022,4,495619,35885
chhattisgarh,2022,4,499320,32031
chhattisgarh,2023,1,433575,334462
chhattisgarh,2023,1,498214,179801
chhattisgarh,2023,1,489481,119084
chhattisgarh,2023,1,480382,88002
chhattisgarh,2023,1,485913,61291
chhattisgarh,2023,1,441233,51469
chhattisgarh,2023,1,410728,49321
chhattisgarh,2023,1,451281,43712
chhattisgarh,2023,1,477313,36794
chhattisgarh,2023,1,426385,29310
chhattisgarh,2023,2,475401,385737
chhattisgarh,2023,2,432733,173285
chhattisgarh,2023,2,480196,107334
chhattisgarh,2023,2,495754,77712
chhattisgarh,2023,2,457734,66731
chhattisgarh,2023,2,466220,60017
chhattisgarh,2023,2,471561,50012
chhattisgarh,2023,2,459209,42419
chhattisgarh,2023,2,486830,34041
chhattisgarh,2023,2,481117,30011
chhattisgarh,2023,3,443855,396043
chhattisgarh,2023,3,499947,193638
chhattisgarh,2023,3,417262,113798
chhattisgarh,2023,3,474338,81777
chhattisgarh,2023,3,490925,67618
chhattisgarh,2023,3,424408,55463
chhattisgarh,2023,3,416084,52305
chhattisgarh,2023,3,465154,39976
chhattisgarh,2023,3,444143,38523
chhattisgarh,2023,3,429317,35601
chhattisgarh,2023,4,474530,484798
chhattisgarh,2023,4,475483,195415
chhattisgarh,2023,4,462058,149546
chhattisgarh,2023,4,447234,112955
chhattisgarh,2023,4,437025,86146
chhattisgarh,2023,4,444009,65466
chhattisgarh,2023,4,450868,54472
chhattisgarh,2023,4,457574,52274
chhattisgarh,2023,4,493900,42210
chhattisgarh,2023,4,473365,40753
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,356253,12484
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,317748,6706
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,332779,4460
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,352824,2756
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,354785,2292
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,326358,1909
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,332456,1720
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,370555,1359
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,367140,1279
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,343043,1090
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,318926,15723
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,335944,7966
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,367476,4536
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,336594,3366
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,352575,2815
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,389234,2438
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,321988,1947
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,348194,1829
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396908,1514
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,344718,1425
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,377551,19742
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,348111,9461
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,379207,6573
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396600,4326
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,347980,3866
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,323120,2733
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,374684,2461
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,376003,2281
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,349817,2033
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,341720,1786
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,350509,25338
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,365477,11678
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,310239,6742
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,390402,5600
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,380706,4330
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,350088,3184
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,374728,2892
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,355426,2847
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,339533,2184
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,393670,2123
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,340713,19404
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,371969,8935
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,372636,6154
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,314727,5004
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,379204,3645
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,342100,3252
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,354731,2635
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,360930,2342
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,318150,1903
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,387465,1836
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,388697,24519
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,346803,11958
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,326894,7926
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,371599,5202
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,328930,4724
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,339828,3874
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,310152,2826
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,377924,2782
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,344693,2413
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,332561,2025
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,338539,27842
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,318777,14585
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,397389,9492
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,316577,6790
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,364404,5005
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,336908,4571
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,312777,3501
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,373512,3102
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,366330,2962
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,395635,2491
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,381558,29793
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,382714,15582
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,346795,9860
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396633,7902
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,369527,5460
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,325295,4752
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362270,4451
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,383424,3509
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,363300,3372
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,366266,2660
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,398440,26397
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,338646,13017
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,392137,7735
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,336357,5684
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,337042,4298
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,321575,4020
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,378780,3081
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,391011,2797
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,341940,2619
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,328864,2314
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,388332,30316
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,375612,14471
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,383805,10088
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,318763,7876
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362022,6601
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,334617,5285
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,398966,4095
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,314386,3773
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,333349,3362
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,343660,2762
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,311346,28049
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,336025,13183
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,350005,9328
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,358308,7134
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,358796,5456
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,368471,4729
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,353490,3753
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,356693,3321
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,394188,2992
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,399362,2600
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,391875,35678
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,398613,17599
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,327920,11909
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,366476,7984
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,374932,6555
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,361454,5210
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,395067,4975
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,361058,3822
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,332863,3465
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,332700,3353
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,333194,29093
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,375026,13759
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,386560,8898
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,325206,7222
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,325669,5941
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,327983,4998
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,373240,3859
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,355748,3165
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,378870,3125
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,334227,2454
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,360720,36309
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,324592,16474
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,389422,10752
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,320073,8539
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396303,6744
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,311392,5600
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,322626,5104
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,343738,3735
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,376662,3260
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,378269,3204
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,335745,39517
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,327103,17764
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,333407,12180
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,333601,8797
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,346536,6452
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,314683,5706
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,394496,4284
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,316497,4109
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,397544,3771
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396250,2952
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,369750,44625
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,374592,23725
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,343302,14725
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,353476,11938
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,329182,8134
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,397836,6738
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,347095,5800
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,321041,5600
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,390669,4601
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,367861,4587
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,358902,30894
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,368625,17751
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,360524,10986
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,331129,8137
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,353713,6931
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,378991,4732
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,343824,4031
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,372038,3600
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,376409,3527
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,321745,3112
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,323389,35293
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,320684,15112
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,316407,9690
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,379306,8544
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,368837,6056
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,314522,5339
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,358524,4115
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,393509,4014
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,325504,3269
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,337772,3131
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,321702,47090
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,311327,19573
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,347967,13754
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,321649,9874
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,390530,7990
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,363551,6828
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,347105,6199
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,342164,4856
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,316724,4734
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,312757,4124
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,379085,43623
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,366246,20797
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,315894,13037
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,326699,9640
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,327121,8013
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,389776,5889
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,333631,5340
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,390111,4461
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,311672,4315
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,338100,3599
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,349249,43378
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,356356,21313
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,352623,12615
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,310308,8679
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,395955,7506
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,333140,6273
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,377895,5285
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,374521,4433
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,314243,4115
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,390369,3397
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,317039,43979
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,356331,20643
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,356924,14105
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,376502,10228
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,376727,7627
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,330857,6810
