state,year,quarter,category,txn_count,txn_amount
goa,2018,2,Others,28655,23497813.21
goa,2018,3,Recharge & bill payments,430012,111803267.85
goa,2018,3,Peer-to-peer payments,266499,439724115.83
goa,2018,3,Merchant payments,169379,108403035.12
goa,2018,3,Financial Services,18343,44940596.46
goa,2018,3,Others,36133,29629284.72
goa,2018,4,Recharge & bill payments,462640,120286605.45
goa,2018,4,Peer-to-peer payments,295653,487828784.24
goa,2018,4,Merchant payments,196110,125510660.55
goa,2018,4,Financial Services,19750,48389634.03
goa,2018,4,Others,40162,32933304.53
goa,2019,1,Recharge & bill payments,410169,106644107.62
goa,2019,1,Peer-to-peer payments,264840,436986848.68
goa,2019,1,Merchant payments,186388,119288946.69
goa,2019,1,Financial Services,18700,45815488.27
goa,2019,1,Others,36864,30228593.06
goa,2019,2,Recharge & bill payments,497184,129268034.23
goa,2019,2,Peer-to-peer payments,311901,514638279.83
goa,2019,2,Merchant payments,223926,143312901.56
goa,2019,2,Financial Services,21346,52299610.71
goa,2019,2,Others,41636,34141984.35
goa,2019,3,Recharge & bill payments,520728,135389349.18
goa,2019,3,Peer-to-peer payments,330155,544757308.05
goa,2019,3,Merchant payments,248627,159121898.52
goa,2019,3,Financial Services,24155,59179915.44
goa,2019,3,Others,46613,38222737.81
goa,2019,4,Recharge & bill payments,592094,153944486.01
goa,2019,4,Peer-to-peer payments,391066,645260492.89
goa,2019,4,Merchant payments,300816,192522533.76
goa,2019,4,Financial Services,27458,67272415.11
goa,2019,4,Others,55307,45351913.43
goa,2020,1,Recharge & bill payments,496608,129118098.89
goa,2020,1,Peer-to-peer payments,338777,558982719.16
goa,2020,1,Merchant payments,272052,174113337.35
goa,2020,1,Financial Services,24627,60337508.71
goa,2020,1,Others,47927,39300283.08
goa,2020,2,Recharge & bill payments,506911,131796950.7
goa,2020,2,Peer-to-peer payments,347659,573638780.35
goa,2020,2,Merchant payments,285308,182597739.07
goa,2020,2,Financial Services,24969,61175490.5
goa,2020,2,Others,47313,38797114.67
goa,2020,3,Recharge & bill payments,599214,155795762.42
goa,2020,3,Peer-to-peer payments,399427,659054940.49
goa,2020,3,Merchant payments,353302,226113847.5
goa,2020,3,Financial Services,29092,71275477.32
goa,2020,3,Others,55790,45748613.19
goa,2020,4,Recharge & bill payments,615534,160039055.53
goa,2020,4,Peer-to-peer payments,444956,734177609.85
goa,2020,4,Merchant payments,394084,252213868.02
goa,2020,4,Financial Services,32336,79225510.28
goa,2020,4,Others,61392,50341834.87
goa,2021,1,Recharge & bill payments,497973,129473034.0
goa,2021,1,Peer-to-peer payments,361655,596732121.81
goa,2021,1,Merchant payments,326541,208986245.81
goa,2021,1,Financial Services,26149,64066448.92
goa,2021,1,Others,51635,42341292.71
goa,2021,2,Recharge & bill payments,534106,138867627.86
goa,2021,2,Peer-to-peer payments,403974,666558353.19
goa,2021,2,Merchant payments,370007,236804554.0
goa,2021,2,Financial Services,29920,73304900.96
goa,2021,2,Others,54986,45088751.54
goa,2021,3,Recharge & bill payments,607976,158073814.21
goa,2021,3,Peer-to-peer payments,452882,747256278.57
goa,2021,3,Merchant payments,440792,282107144.92
goa,2021,3,Financial Services,33770,82738134.94
goa,2021,3,Others,65992,54113503.42
goa,2021,4,Recharge & bill payments,626204,162813239.57
goa,2021,4,Peer-to-peer payments,480868,793433608.32
goa,2021,4,Merchant payments,467819,299404186.51
goa,2021,4,Financial Services,37825,92673191.93
goa,2021,4,Others,68766,56388651.16
goa,2022,1,Recharge & bill payments,530901,138034289.29
goa,2022,1,Peer-to-peer payments,397509,655890851.76
goa,2022,1,Merchant payments,419831,268691932.03
goa,2022,1,Financial Services,32025,78463197.8
goa,2022,1,Others,57881,47462591.48
goa,2022,2,Recharge & bill payments,561771,146060589.47
goa,2022,2,Peer-to-peer payments,431262,711583610.75
goa,2022,2,Merchant payments,467434,299157993.25
goa,2022,2,Financial Services,33795,82799522.9
goa,2022,2,Others,62956,51623931.04
goa,2022,3,Recharge & bill payments,604001,157040271.23
goa,2022,3,Peer-to-peer payments,487421,804244944.87
goa,2022,3,Merchant payments,531112,339912124.12
goa,2022,3,Financial Services,36549,89545518.22
goa,2022,3,Others,71262,58435008.32
goa,2022,4,Recharge & bill payments,658664,171252692.4
goa,2022,4,Peer-to-peer payments,541648,893719561.21
goa,2022,4,Merchant payments,590195,377724805.28
goa,2022,4,Financial Services,42116,103184275.23
goa,2022,4,Others,81518,66844838.64
goa,2023,1,Recharge & bill payments,516020,134165369.93
goa,2023,1,Peer-to-peer payments,454200,749430571.35
goa,2023,1,Merchant payments,508577,325489336.76
goa,2023,1,Financial Services,35142,86099834.62
goa,2023,1,Others,66528,54553710.5
goa,2023,2,Recharge & bill payments,554340,144128500.89
goa,2023,2,Peer-to-peer payments,481338,794208299.21
goa,2023,2,Merchant payments,557169,356588676.66
goa,2023,2,Financial Services,40260,98637125.23
goa,2023,2,Others,74065,60733987.85
goa,2023,3,Recharge & bill payments,589643,153307436.88
goa,2023,3,Peer-to-peer payments,523462,863713359.67
goa,2023,3,Merchant payments,596284,381621942.93
goa,2023,3,Financial Services,40140,98344862.48
goa,2023,3,Others,74675,61234061.98
goa,2023,4,Recharge & bill payments,647401,168324396.25
goa,2023,4,Peer-to-peer payments,614715,1014280011.45
goa,2023,4,Merchant payments,723017,462730950.57
goa,2023,4,Financial Services,47739,116961232.18
goa,2023,4,Others,91872,75335495.12
gujarat,2018,1,Recharge & bill payments,2624837,682457821.81
gujarat,2018,1,Peer-to-peer payments,1573383,2596083197.49
gujarat,2018,1,Merchant payments,963035,616342644.27
gujarat,2018,1,Financial Services,106236,260280314.68
gujarat,2018,1,Others,217444,178304105.28
gujarat,2018,2,Recharge & bill payments,3399292,883815928.07
gujarat,2018,2,Peer-to-peer payments,2013032,3321503931.15
gujarat,2018,2,Merchant payments,1255986,803831089.13
gujarat,2018,2,Financial Services,133093,326078601.72
gujarat,2018,2,Others,267301,219187400.97
gujarat,2018,3,Recharge & bill payments,3781137,983095816.14
gujarat,2018,3,Peer-to-peer payments,2192644,3617863111.4
gujarat,2018,3,Merchant payments,1465896,938173554.51
gujarat,2018,3,Financial Services,149880,367206321.86
gujarat,2018,3,Others,311711,255603533.72
gujarat,2018,4,Recharge & bill payments,4300304,1118079166.87
gujarat,2018,4,Peer-to-peer payments,2634655,4347181216.31
gujarat,2018,4,Merchant payments,1807999,1157119498.85
gujarat,2018,4,Financial Services,187840,460209920.79
gujarat,2018,4,Others,353666,290006928.16
gujarat,2019,1,Recharge & bill payments,3685562,958246123.55
gujarat,2019,1,Peer-to-peer payments,2431369,4011759022.26
gujarat,2019,1,Merchant payments,1706365,1092073792.0
gujarat,2019,1,Financial Services,169523,415332901.81
gujarat,2019,1,Others,326764,267946823.91
gujarat,2019,2,Recharge & bill payments,4109059,1068355394.82
gujarat,2019,2,Peer-to-peer payments,2480045,4092075300.06
gujarat,2019,2,Merchant payments,1865521,1193933834.77
gujarat,2019,2,Financial Services,180189,441463551.96
gujarat,2019,2,Others,350015,287012494.71
gujarat,2019,3,Recharge & bill payments,4435236,1153161511.69
gujarat,2019,3,Peer-to-peer payments,2856320,4712928554.25
gujarat,2019,3,Merchant payments,2171838,1389976869.07
gujarat,2019,3,Financial Services,199521,488827060.19
gujarat,2019,3,Others,393682,322819638.88
gujarat,2019,4,Recharge & bill payments,5212458,1355239191.77
gujarat,2019,4,Peer-to-peer payments,3442307,5679806945.93
gujarat,2019,4,Merchant payments,2736703,1751490142.66
gujarat,2019,4,Financial Services,252057,617541900.54
gujarat,2019,4,Others,491596,403109053.27
gujarat,2020,1,Recharge & bill payments,4166534,1083299034.0
gujarat,2020,1,Peer-to-peer payments,2764436,4561320204.56
gujarat,2020,1,Merchant payments,2325740,1488473601.25
gujarat,2020,1,Financial Services,203626,498885489.4
gujarat,2020,1,Others,400880,328721934.73
gujarat,2020,2,Recharge & bill payments,4672599,1214875866.86
gujarat,2020,2,Peer-to-peer payments,3151211,5199498506.43
gujarat,2020,2,Merchant payments,2599385,1663606803.34
gujarat,2020,2,Financial Services,230366,564398150.25
gujarat,2020,2,Others,449057,368226859.59
gujarat,2020,3,Recharge & bill payments,4805603,1249456998.55
gujarat,2020,3,Peer-to-peer payments,3298978,5443314555.91
gujarat,2020,3,Merchant payments,2900459,1856293769.84
gujarat,2020,3,Financial Services,236081,578399001.2
gujarat,2020,3,Others,455545,373547101.79
gujarat,2020,4,Recharge & bill payments,5606959,1457809597.88
gujarat,2020,4,Peer-to-peer payments,3934698,6492253206.45
gujarat,2020,4,Merchant payments,3456813,2212360510.15
gujarat,2020,4,Financial Services,293749,719687383.29
gujarat,2020,4,Others,558626,458074049.21
gujarat,2021,1,Recharge & bill payments,4202955,1092768365.1
gujarat,2021,1,Peer-to-peer payments,3150401,5198162735.94
gujarat,2021,1,Merchant payments,2754113,1762632431.64
gujarat,2021,1,Financial Services,227137,556486078.04
gujarat,2021,1,Others,426482,349715554.22
gujarat,2021,2,Recharge & bill payments,4917760,1278617668.62
gujarat,2021,2,Peer-to-peer payments,3573728,5896651819.9
gujarat,2021,2,Merchant payments,3268821,2092045565.66
gujarat,2021,2,Financial Services,262186,642356783.59
gujarat,2021,2,Others,494687,405643933.72
gujarat,2021,3,Recharge & bill payments,4889122,1271171891.76
gujarat,2021,3,Peer-to-peer payments,3683525,6077817342.32
gujarat,2021,3,Merchant payments,3464769,2217452644.98
gujarat,2021,3,Financial Services,277571,680049616.49
gujarat,2021,3,Others,518429,425112398.64
gujarat,2021,4,Recharge & bill payments,5908830,1536295953.24
gujarat,2021,4,Peer-to-peer payments,4361563,7196579125.19
gujarat,2021,4,Merchant payments,4562680,2920115430.08
gujarat,2021,4,Financial Services,332597,814862697.76
gujarat,2021,4,Others,658121,539660020.97
gujarat,2022,1,Recharge & bill payments,4708234,1224140947.51
gujarat,2022,1,Peer-to-peer payments,3586903,5918391389.0
gujarat,2022,1,Merchant payments,3684033,2357781731.29
gujarat,2022,1,Financial Services,272015,666437352.07
gujarat,2022,1,Others,506975,415720027.37
gujarat,2022,2,Recharge & bill payments,5027538,1307160091.42
gujarat,2022,2,Peer-to-peer payments,3987756,6579798350.0
gujarat,2022,2,Merchant payments,3963749,2536799421.57
gujarat,2022,2,Financial Services,305825,749272633.16
gujarat,2022,2,Others,572424,469387697.67
gujarat,2022,3,Recharge & bill payments,4991368,1297755866.68
gujarat,2022,3,Peer-to-peer payments,4137390,6826694456.98
gujarat,2022,3,Merchant payments,4298908,2751301656.87
gujarat,2022,3,Financial Services,313726,768629342.09
gujarat,2022,3,Others,600638,492523223.31
gujarat,2022,4,Recharge & bill payments,5497216,1429276418.76
gujarat,2022,4,Peer-to-peer payments,4773238,7875844153.5
gujarat,2022,4,Merchant payments,5028005,3217923578.18
gujarat,2022,4,Financial Services,355538,871069097.45
gujarat,2022,4,Others,675689,554065348.11
gujarat,2023,1,Recharge & bill payments,4410556,1146744608.61
gujarat,2023,1,Peer-to-peer payments,3803251,6275365215.24
gujarat,2023,1,Merchant payments,4321338,2765656321.69
gujarat,2023,1,Financial Services,301043,737557298.0
gujarat,2023,1,Others,547596,449028911.29
gujarat,2023,2,Recharge & bill payments,4906240,1275622583.17
gujarat,2023,2,Peer-to-peer payments,4424491,7300411348.6
gujarat,2023,2,Merchant payments,4961223,3175182728.63
gujarat,2023,2,Financial Services,337350,826508581.91
gujarat,2023,2,Others,635987,521510034.87
gujarat,2023,3,Recharge & bill payments,5374063,1397256626.62
gujarat,2023,3,Peer-to-peer payments,4648151,7669449669.95
gujarat,2023,3,Merchant payments,5582032,3572500523.54
gujarat,2023,3,Financial Services,377648,925238135.2
gujarat,2023,3,Others,725158,594630379.39
gujarat,2023,4,Recharge & bill payments,5672094,1474744546.15
gujarat,2023,4,Peer-to-peer payments,5097956,8411627600.34
gujarat,2023,4,Merchant payments,6159859,3942309998.71
gujarat,2023,4,Financial Services,430570,1054898843.77
gujarat,2023,4,Others,765901,628039332.58
haryana,2018,1,Recharge & bill payments,1906800,495768064.89
haryana,2018,1,Peer-to-peer payments,1113180,1836747946.27
haryana,2018,1,Merchant payments,649774,415855532.7
haryana,2018,1,Financial Services,73882,181011203.97
haryana,2018,1,Others,144905,118822609.05
haryana,2018,2,Recharge & bill payments,2245211,583754937.38
haryana,2018,2,Peer-to-peer payments,1298729,2142904218.59
haryana,2018,2,Merchant payments,832840,533017625.83
haryana,2018,2,Financial Services,93077,228038867.4
haryana,2018,2,Others,183383,150374214.41
haryana,2018,3,Recharge & bill payments,2665671,693074634.15
haryana,2018,3,Peer-to-peer payments,1594573,2631045881.72
haryana,2018,3,Merchant payments,1056196,675965783.33
haryana,2018,3,Financial Services,109323,267842331.7
haryana,2018,3,Others,208333,170833626.5
haryana,2018,4,Recharge & bill payments,3014931,783882200.68
haryana,2018,4,Peer-to-peer payments,1835099,3027914720.23
haryana,2018,4,Merchant payments,1192436,763159087.09
haryana,2018,4,Financial Services,126952,311034121.81
haryana,2018,4,Others,249023,204199471.5
haryana,2019,1,Recharge & bill payments,2568854,667902195.71
haryana,2019,1,Peer-to-peer payments,1635901,2699237042.57
haryana,2019,1,Merchant payments,1152092,737339468.42
haryana,2019,1,Financial Services,112663,276025082.43
haryana,2019,1,Others,218754,179378365.7
haryana,2019,2,Recharge & bill payments,2800048,728012563.46
haryana,2019,2,Peer-to-peer payments,1799361,2968945721.43
haryana,2019,2,Merchant payments,1267289,811065412.94
haryana,2019,2,Financial Services,122552,300254733.85
haryana,2019,2,Others,246910,202467016.7
haryana,2019,3,Recharge & bill payments,2972226,772778876.56
haryana,2019,3,Peer-to-peer payments,1898270,3132145859.35
haryana,2019,3,Merchant payments,1430043,915227646.46
haryana,2019,3,Financial Services,139237,341131240.43
haryana,2019,3,Others,268815,220428414.34
haryana,2019,4,Recharge & bill payments,3631374,944157446.54
haryana,2019,4,Peer-to-peer payments,2301041,3796719150.11
haryana,2019,4,Merchant payments,1806296,1156029457.81
haryana,2019,4,Financial Services,162606,398387144.97
haryana,2019,4,Others,329638,270303364.89
haryana,2020,1,Recharge & bill payments,2993204,778233200.11
haryana,2020,1,Peer-to-peer payments,1971969,3253750259.26
haryana,2020,1,Merchant payments,1659222,1061902544.0
haryana,2020,1,Financial Services,145900,357456029.87
haryana,2020,1,Others,286355,234811705.96
haryana,2020,2,Recharge & bill payments,3184751,828035263.73
haryana,2020,2,Peer-to-peer payments,2158520,3561559174.03
haryana,2020,2,Merchant payments,1792907,1147461079.14
haryana,2020,2,Financial Services,157590,386097554.95
haryana,2020,2,Others,302045,247676988.58
haryana,2020,3,Recharge & bill payments,3432467,892441573.35
haryana,2020,3,Peer-to-peer payments,2409690,3975988839.88
haryana,2020,3,Merchant payments,1983341,1269338685.12
haryana,2020,3,Financial Services,170298,417230774.52
haryana,2020,3,Others,333584,273538900.49
haryana,2020,4,Recharge & bill payments,3697057,961234874.26
haryana,2020,4,Peer-to-peer payments,2576393,4251049179.73
haryana,2020,4,Merchant payments,2348745,1503196812.15
haryana,2020,4,Financial Services,195948,480072719.72
haryana,2020,4,Others,372115,305134423.47
haryana,2021,1,Recharge & bill payments,3045636,791865566.71
haryana,2021,1,Peer-to-peer payments,2091552,3451061860.88
haryana,2021,1,Merchant payments,1922210,1230214927.56
haryana,2021,1,Financial Services,161828,396479328.72
haryana,2021,1,Others,305291,250338812.71
haryana,2021,2,Recharge & bill payments,3232426,840430897.46
haryana,2021,2,Peer-to-peer payments,2280647,3763067997.75
haryana,2021,2,Merchant payments,2145072,1372846139.7
haryana,2021,2,Financial Services,168175,412028833.76
haryana,2021,2,Others,325456,266874369.91
haryana,2021,3,Recharge & bill payments,3566854,927382224.24
haryana,2021,3,Peer-to-peer payments,2705550,4464157745.49
haryana,2021,3,Merchant payments,2579721,1651022049.6
haryana,2021,3,Financial Services,196294,480922401.63
haryana,2021,3,Others,385733,316301066.45
haryana,2021,4,Recharge & bill payments,3795006,986701814.54
haryana,2021,4,Peer-to-peer payments,2940907,4852497844.24
haryana,2021,4,Merchant payments,2881915,1844426071.69
haryana,2021,4,Financial Services,216203,529698734.26
haryana,2021,4,Others,428670,351509976.47
haryana,2022,1,Recharge & bill payments,3079876,800767895.84
haryana,2022,1,Peer-to-peer payments,2333270,3849896259.59
haryana,2022,1,Merchant payments,2359461,1510055198.37
haryana,2022,1,Financial Services,187557,459515140.25
haryana,2022,1,Others,350287,287235666.16
haryana,2022,2,Recharge & bill payments,3206483,833685614.29
haryana,2022,2,Peer-to-peer payments,2579588,4256320594.33
haryana,2022,2,Merchant payments,2679974,1715183432.17
haryana,2022,2,Financial Services,199730,489340018.76
haryana,2022,2,Others,373600,306352813.39
haryana,2022,3,Recharge & bill payments,3777021,982025495.02
haryana,2022,3,Peer-to-peer payments,2954083,4874237918.2
haryana,2022,3,Merchant payments,3231947,2068446183.37
haryana,2022,3,Financial Services,234278,573981348.77
haryana,2022,3,Others,441974,362419469.16
haryana,2022,4,Recharge & bill payments,4002014,1040523682.72
haryana,2022,4,Peer-to-peer payments,3299814,5444694200.22
haryana,2022,4,Merchant payments,3639225,2329104300.12
haryana,2022,4,Financial Services,264231,647367786.42
haryana,2022,4,Others,500348,410285825.93
haryana,2023,1,Recharge & bill payments,3214939,835884318.13
haryana,2023,1,Peer-to-peer payments,2843128,4691162107.16
haryana,2023,1,Merchant payments,3141520,2010573145.24
haryana,2023,1,Financial Services,223449,547451927.72
haryana,2023,1,Others,394142,323197004.55
haryana,2023,2,Recharge & bill payments,3371921,876699632.69
haryana,2023,2,Peer-to-peer payments,2884323,4759133648.53
haryana,2023,2,Merchant payments,3520491,2253114372.88
haryana,2023,2,Financial Services,235703,577474016.35
haryana,2023,2,Others,435893,357433009.21
haryana,2023,3,Recharge & bill payments,3711565,965007101.98
haryana,2023,3,Peer-to-peer payments,3389063,5591954152.79
haryana,2023,3,Merchant payments,3820337,2445015993.28
haryana,2023,3,Financial Services,270884,663667215.1
haryana,2023,3,Others,492196,403601213.38
haryana,2023,4,Recharge & bill payments,3843259,999247572.84
haryana,2023,4,Peer-to-peer payments,3598528,5937572510.43
haryana,2023,4,Merchant payments,4415761,2826087259.22
haryana,2023,4,Financial Services,290125,710807885.66
haryana,2023,4,Others,551933,452585315.07
himachal-pradesh,2018,1,Recharge & bill payments,472014,122723679.3
himachal-pradesh,2018,1,Peer-to-peer payments,283484,467749375.47
himachal-pradesh,2018,1,Merchant payments,165162,105703688.16
himachal-pradesh,2018,1,Financial Services,19288,47257890.05
himachal-pradesh,2018,1,Others,36827,30198815.26
himachal-pradesh,2018,2,Recharge & bill payments,551512,143393358.6
himachal-pradesh,2018,2,Peer-to-peer payments,331147,546393973.19
himachal-pradesh,2018,2,Merchant payments,208342,133338964.53
himachal-pradesh,2018,2,Financial Services,22259,54536219.26
himachal-pradesh,2018,2,Others,44281,36310670.25
himachal-pradesh,2018,3,Recharge & bill payments,645679,167876552.85
himachal-pradesh,2018,3,Peer-to-peer payments,395070,651866995.71
himachal-pradesh,2018,3,Merchant payments,266181,170356182.03
himachal-pradesh,2018,3,Financial Services,27316,66924794.26
himachal-pradesh,2018,3,Others,53226,43645932.58
himachal-pradesh,2018,4,Recharge & bill payments,718397,186783327.77
himachal-pradesh,2018,4,Peer-to-peer payments,440104,726172966.83
himachal-pradesh,2018,4,Merchant payments,296739,189913539.54
himachal-pradesh,2018,4,Financial Services,30920,75754546.77
himachal-pradesh,2018,4,Others,60277,49427742.24
himachal-pradesh,2019,1,Recharge & bill payments,612337,159207832.37
himachal-pradesh,2019,1,Peer-to-peer payments,376840,621787158.18
himachal-pradesh,2019,1,Merchant payments,256016,163850380.4
himachal-pradesh,2019,1,Financial Services,26863,65815858.77
himachal-pradesh,2019,1,Others,50206,41169560.22
himachal-pradesh,2019,2,Recharge & bill payments,676336,175847548.13
himachal-pradesh,2019,2,Peer-to-peer payments,432187,713110054.71
himachal-pradesh,2019,2,Merchant payments,309491,198074565.76
himachal-pradesh,2019,2,Financial Services,29003,71057478.83
himachal-pradesh,2019,2,Others,57305,46990113.05
himachal-pradesh,2019,3,Recharge & bill payments,754111,196069119.69
himachal-pradesh,2019,3,Peer-to-peer payments,486558,802821943.17
himachal-pradesh,2019,3,Merchant payments,361781,231540219.03
himachal-pradesh,2019,3,Financial Services,34447,84395451.64
himachal-pradesh,2019,3,Others,64722,53072765.39
himachal-pradesh,2019,4,Recharge & bill payments,907575,235969705.28
himachal-pradesh,2019,4,Peer-to-peer payments,606810,1001236713.11
himachal-pradesh,2019,4,Merchant payments,477302,305473646.44
himachal-pradesh,2019,4,Financial Services,43665,106979767.03
himachal-pradesh,2019,4,Others,83569,68527035.66
himachal-pradesh,2020,1,Recharge & bill payments,726866,188985309.19
himachal-pradesh,2020,1,Peer-to-peer payments,471971,778753483.16
himachal-pradesh,2020,1,Merchant payments,374003,239362490.46
himachal-pradesh,2020,1,Financial Services,34503,84533827.2
himachal-pradesh,2020,1,Others,64732,53080753.1
himachal-pradesh,2020,2,Recharge & bill payments,775687,201678840.42
himachal-pradesh,2020,2,Peer-to-peer payments,546857,902315575.58
himachal-pradesh,2020,2,Merchant payments,432449,276767989.11
himachal-pradesh,2020,2,Financial Services,37866,92772053.17
himachal-pradesh,2020,2,Others,73139,59974374.58
himachal-pradesh,2020,3,Recharge & bill payments,835599,217255983.65
himachal-pradesh,2020,3,Peer-to-peer payments,589619,972871527.35
himachal-pradesh,2020,3,Merchant payments,496588,317816717.82
himachal-pradesh,2020,3,Financial Services,41120,100744612.82
himachal-pradesh,2020,3,Others,81157,66549245.27
himachal-pradesh,2020,4,Recharge & bill payments,925693,240680346.67
himachal-pradesh,2020,4,Peer-to-peer payments,633885,1045911014.31
himachal-pradesh,2020,4,Merchant payments,569798,364671018.08
himachal-pradesh,2020,4,Financial Services,45405,111242863.91
himachal-pradesh,2020,4,Others,91041,74653795.83
himachal-pradesh,2021,1,Recharge & bill payments,758392,197182025.63
himachal-pradesh,2021,1,Peer-to-peer payments,519884,857809120.66
himachal-pradesh,2021,1,Merchant payments,477624,305679790.76
himachal-pradesh,2021,1,Financial Services,39601,97024695.96
himachal-pradesh,2021,1,Others,74709,61261557.72
himachal-pradesh,2021,2,Recharge & bill payments,814616,211800418.3
himachal-pradesh,2021,2,Peer-to-peer payments,586960,968484992.26
himachal-pradesh,2021,2,Merchant payments,550238,352152711.67
himachal-pradesh,2021,2,Financial Services,44606,109286385.41
himachal-pradesh,2021,2,Others,87217,71518243.09
himachal-pradesh,2021,3,Recharge & bill payments,880814,229011728.96
himachal-pradesh,2021,3,Peer-to-peer payments,678936,1120244838.73
himachal-pradesh,2021,3,Merchant payments,628165,402026039.62
himachal-pradesh,2021,3,Financial Services,48931,119882223.02
himachal-pradesh,2021,3,Others,92720,76030561.44
himachal-pradesh,2021,4,Recharge & bill payments,984077,255860140.5
himachal-pradesh,2021,4,Peer-to-peer payments,712662,1175893847.24
himachal-pradesh,2021,4,Merchant payments,708342,453338909.03
himachal-pradesh,2021,4,Financial Services,55875,136894840.67
himachal-pradesh,2021,4,Others,102824,84316480.16
himachal-pradesh,2022,1,Recharge & bill payments,804482,209165423.21
himachal-pradesh,2022,1,Peer-to-peer payments,652393,1076448890.96
himachal-pradesh,2022,1,Merchant payments,640478,409906411.05
himachal-pradesh,2022,1,Financial Services,47377,116075458.36
himachal-pradesh,2022,1,Others,93497,76668263.33
himachal-pradesh,2022,2,Recharge & bill payments,823668,214153902.17
himachal-pradesh,2022,2,Peer-to-peer payments,662876,1093745446.41
himachal-pradesh,2022,2,Merchant payments,685786,438903443.18
himachal-pradesh,2022,2,Financial Services,50186,122956456.39
himachal-pradesh,2022,2,Others,91003,74622985.53
himachal-pradesh,2022,3,Recharge & bill payments,902359,234613566.06
himachal-pradesh,2022,3,Peer-to-peer payments,737810,1217387169.03
himachal-pradesh,2022,3,Merchant payments,777156,497380348.92
himachal-pradesh,2022,3,Financial Services,57673,141300769.13
himachal-pradesh,2022,3,Others,102276,83866705.43
himachal-pradesh,2022,4,Recharge & bill payments,997738,259412073.96
himachal-pradesh,2022,4,Peer-to-peer payments,832064,1372907190.6
himachal-pradesh,2022,4,Merchant payments,886336,567255083.22
himachal-pradesh,2022,4,Financial Services,63887,156523854.74
himachal-pradesh,2022,4,Others,121597,99710145.4
himachal-pradesh,2023,1,Recharge & bill payments,794925,206680723.29
himachal-pradesh,2023,1,Peer-to-peer payments,665200,1097580392.75
himachal-pradesh,2023,1,Merchant payments,775885,496566657.97
himachal-pradesh,2023,1,Financial Services,52550,128749796.07
himachal-pradesh,2023,1,Others,98954,81142993.97
himachal-pradesh,2023,2,Recharge & bill payments,807432,209932530.96
himachal-pradesh,2023,2,Peer-to-peer payments,695544,1147647875.41
himachal-pradesh,2023,2,Merchant payments,804806,515076213.01
himachal-pradesh,2023,2,Financial Services,56735,139002995.38
himachal-pradesh,2023,2,Others,103344,84742816.32
himachal-pradesh,2023,3,Recharge & bill payments,881654,229230060.6
himachal-pradesh,2023,3,Peer-to-peer payments,811112,1338334938.86
himachal-pradesh,2023,3,Merchant payments,941224,602383516.86
himachal-pradesh,2023,3,Financial Services,64315,157573390.88
himachal-pradesh,2023,3,Others,115562,94761629.38
himachal-pradesh,2023,4,Recharge & bill payments,1043935,271423226.36
himachal-pradesh,2023,4,Peer-to-peer payments,940739,1552219577.14
himachal-pradesh,2023,4,Merchant payments,1119332,716372906.71
himachal-pradesh,2023,4,Financial Services,77185,189104035.32
himachal-pradesh,2023,4,Others,138091,113235410.64
jammu-&-kashmir,2018,1,Recharge & bill payments,559142,145377087.8
jammu-&-kashmir,2018,1,Peer-to-peer payments,316666,522499816.08
jammu-&-kashmir,2018,1,Merchant payments,199175,127472410.62
jammu-&-kashmir,2018,1,Financial Services,22162,54297173.2
jammu-&-kashmir,2018,1,Others,42760,35063836.28
jammu-&-kashmir,2018,2,Recharge & bill payments,594752,154635756.95
jammu-&-kashmir,2018,2,Peer-to-peer payments,347959,574132818.11
jammu-&-kashmir,2018,2,Merchant payments,224822,143886387.07
jammu-&-kashmir,2018,2,Financial Services,24438,59873648.35
jammu-&-kashmir,2018,2,Others,48197,39521579.76
jammu-&-kashmir,2018,3,Recharge & bill payments,712678,185296435.56
jammu-&-kashmir,2018,3,Peer-to-peer payments,433399,715109344.75
jammu-&-kashmir,2018,3,Merchant payments,283528,181458164.61
jammu-&-kashmir,2018,3,Financial Services,29453,72160791.9
jammu-&-kashmir,2018,3,Others,58515,47983005.68
jammu-&-kashmir,2018,4,Recharge & bill payments,847475,220343656.71
jammu-&-kashmir,2018,4,Peer-to-peer payments,504838,832983224.72
jammu-&-kashmir,2018,4,Merchant payments,350393,224251633.64
jammu-&-kashmir,2018,4,Financial Services,35791,87690265.96
jammu-&-kashmir,2018,4,Others,70263,57616192.5
jammu-&-kashmir,2019,1,Recharge & bill payments,718189,186729354.42
jammu-&-kashmir,2019,1,Peer-to-peer payments,444371,733212992.4
jammu-&-kashmir,2019,1,Merchant payments,302630,193683228.26
jammu-&-kashmir,2019,1,Financial Services,31029,76021216.26
jammu-&-kashmir,2019,1,Others,59635,48900815.83
jammu-&-kashmir,2019,2,Recharge & bill payments,768629,199843565.09
jammu-&-kashmir,2019,2,Peer-to-peer payments,503495,830768371.87
jammu-&-kashmir,2019,2,Merchant payments,351452,224929762.0
jammu-&-kashmir,2019,2,Financial Services,34939,85601095.04
jammu-&-kashmir,2019,2,Others,68138,55873312.03
jammu-&-kashmir,2019,3,Recharge & bill payments,871371,226556583.14
jammu-&-kashmir,2019,3,Peer-to-peer payments,588989,971831925.04
jammu-&-kashmir,2019,3,Merchant payments,441781,282740182.53
jammu-&-kashmir,2019,3,Financial Services,40350,98859513.46
jammu-&-kashmir,2019,3,Others,78763,64585904.42
