state,year,quarter,district,registered_users,app_opens
chhattisgarh,2022,4,Chhattisgarh District 2,250033,2287498
chhattisgarh,2022,4,Chhattisgarh District 3,132511,1212318
chhattisgarh,2022,4,Chhattisgarh District 4,101233,926164
chhattisgarh,2022,4,Chhattisgarh District 5,79414,726548
chhattisgarh,2023,1,Chhattisgarh District 1,472401,4339480
chhattisgarh,2023,1,Chhattisgarh District 2,231234,2124120
chhattisgarh,2023,1,Chhattisgarh District 3,122548,1125731
chhattisgarh,2023,1,Chhattisgarh District 4,93622,860015
chhattisgarh,2023,1,Chhattisgarh District 5,73443,674656
chhattisgarh,2023,2,Chhattisgarh District 1,488597,4404071
chhattisgarh,2023,2,Chhattisgarh District 2,239162,2155736
chhattisgarh,2023,2,Chhattisgarh District 3,126750,1142487
chhattisgarh,2023,2,Chhattisgarh District 4,96832,872816
chhattisgarh,2023,2,Chhattisgarh District 5,75961,684698
chhattisgarh,2023,3,Chhattisgarh District 1,511161,3983803
chhattisgarh,2023,3,Chhattisgarh District 2,250207,1950020
chhattisgarh,2023,3,Chhattisgarh District 3,132603,1033463
chhattisgarh,2023,3,Chhattisgarh District 4,101304,789525
chhattisgarh,2023,3,Chhattisgarh District 5,79470,619359
chhattisgarh,2023,4,Chhattisgarh District 1,610704,5425516
chhattisgarh,2023,4,Chhattisgarh District 2,298931,2655721
chhattisgarh,2023,4,Chhattisgarh District 3,158426,1407467
chhattisgarh,2023,4,Chhattisgarh District 4,121031,1075250
chhattisgarh,2023,4,Chhattisgarh District 5,94945,843501
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra And Nagar Haveli And Daman And Diu District 1,16680,110138
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra And Nagar Haveli And Daman And Diu District 2,8293,54758
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra And Nagar Haveli And Daman And Diu District 3,5154,34034
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra And Nagar Haveli And Daman And Diu District 4,3154,20831
dadra-&-nagar-haveli-&-daman-&-diu,2018,1,Dadra And Nagar Haveli And Daman And Diu District 5,2776,18331
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra And Nagar Haveli And Daman And Diu District 1,20152,138347
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra And Nagar Haveli And Daman And Diu District 2,10019,68783
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra And Nagar Haveli And Daman And Diu District 3,6227,42751
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra And Nagar Haveli And Daman And Diu District 4,3811,26166
dadra-&-nagar-haveli-&-daman-&-diu,2018,2,Dadra And Nagar Haveli And Daman And Diu District 5,3354,23025
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra And Nagar Haveli And Daman And Diu District 1,25565,183956
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra And Nagar Haveli And Daman And Diu District 2,12710,91458
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra And Nagar Haveli And Daman And Diu District 3,7900,56844
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra And Nagar Haveli And Daman And Diu District 4,4835,34792
dadra-&-nagar-haveli-&-daman-&-diu,2018,3,Dadra And Nagar Haveli And Daman And Diu District 5,4254,30616
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra And Nagar Haveli And Daman And Diu District 1,30957,280546
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra And Nagar Haveli And Daman And Diu District 2,15391,139481
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra And Nagar Haveli And Daman And Diu District 3,9566,86692
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra And Nagar Haveli And Daman And Diu District 4,5855,53061
dadra-&-nagar-haveli-&-daman-&-diu,2018,4,Dadra And Nagar Haveli And Daman And Diu District 5,5152,46693
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra And Nagar Haveli And Daman And Diu District 1,25495,224266
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra And Nagar Haveli And Daman And Diu District 2,12675,111500
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra And Nagar Haveli And Daman And Diu District 3,7878,69301
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra And Nagar Haveli And Daman And Diu District 4,4822,42416
dadra-&-nagar-haveli-&-daman-&-diu,2019,1,Dadra And Nagar Haveli And Daman And Diu District 5,4243,37326
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra And Nagar Haveli And Daman And Diu District 1,31572,290999
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra And Nagar Haveli And Daman And Diu District 2,15697,144678
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra And Nagar Haveli And Daman And Diu District 3,9756,89922
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra And Nagar Haveli And Daman And Diu District 4,5971,55038
dadra-&-nagar-haveli-&-daman-&-diu,2019,2,Dadra And Nagar Haveli And Daman And Diu District 5,5254,48432
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra And Nagar Haveli And Daman And Diu District 1,37167,275704
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra And Nagar Haveli And Daman And Diu District 2,18479,137074
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra And Nagar Haveli And Daman And Diu District 3,11485,85196
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra And Nagar Haveli And Daman And Diu District 4,7029,52145
dadra-&-nagar-haveli-&-daman-&-diu,2019,3,Dadra And Nagar Haveli And Daman And Diu District 5,6186,45887
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra And Nagar Haveli And Daman And Diu District 1,40404,348851
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra And Nagar Haveli And Daman And Diu District 2,20088,173441
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra And Nagar Haveli And Daman And Diu District 3,12485,107799
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra And Nagar Haveli And Daman And Diu District 4,7642,65980
dadra-&-nagar-haveli-&-daman-&-diu,2019,4,Dadra And Nagar Haveli And Daman And Diu District 5,6724,58061
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 1,33291,229977
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 2,16551,114339
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 3,10287,71066
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 4,6296,43497
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 5,5540,38276
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 1,41000,302593
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 2,20384,150442
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 3,12669,93505
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 4,7754,57231
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 5,6823,50362
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 1,37261,344391
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 2,18525,171223
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 3,11514,106421
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 4,7047,65136
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 5,6201,57319
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 1,46516,349846
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 2,23126,173935
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 3,14374,108107
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 4,8797,66168
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 5,7741,58226
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 1,38172,279330
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 2,18978,138876
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 3,11795,86316
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 4,7219,52831
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 5,6353,46490
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 1,46132,423868
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 2,22936,210737
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 3,14255,130981
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 4,8725,80168
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 5,7678,70546
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 1,48820,436270
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 2,24272,216904
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 3,15086,134813
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 4,9233,82514
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 5,8125,72611
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 1,60357,409923
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 2,30008,203804
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 3,18651,126671
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 4,11415,77531
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 5,10045,68226
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 1,43347,334042
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 2,21551,166078
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 3,13394,103223
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 4,8198,63179
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 5,7214,55596
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 1,43746,394115
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 2,21749,195945
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 3,13518,121786
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 4,8273,74541
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 5,7280,65594
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 1,57835,439001
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 2,28754,218261
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 3,17872,135657
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 4,10938,83031
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 5,9625,73065
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 1,54917,461878
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 2,27303,229635
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 3,16970,142726
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 4,10386,87358
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 5,9140,76873
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 1,54121,364734
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 2,26908,181337
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 3,16724,112707
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 4,10236,68984
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 5,9007,60704
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 1,56262,461919
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 2,27972,229656
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 3,17385,142739
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 4,10641,87365
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 5,9364,76880
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 1,58722,401891
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 2,29195,199811
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 3,18146,124189
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 4,11106,76012
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 5,9773,66889
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 1,67535,474194
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 2,33576,235758
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 3,20869,146532
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 4,12773,89687
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 5,11240,78922
delhi,2018,1,New Delhi,490701,4643449
delhi,2018,1,South Delhi,193175,1827998
delhi,2018,1,West Delhi,116004,1097732
delhi,2018,1,North Delhi,96604,914161
delhi,2018,1,East Delhi,69934,661780
delhi,2018,1,Central Delhi,62813,594395
delhi,2018,2,New Delhi,574625,4288427
delhi,2018,2,South Delhi,226214,1688235
delhi,2018,2,West Delhi,135844,1013803
delhi,2018,2,North Delhi,113127,844267
delhi,2018,2,East Delhi,81895,611183
delhi,2018,2,Central Delhi,73556,548950
delhi,2018,3,New Delhi,816973,6000354
delhi,2018,3,South Delhi,321619,2362174
delhi,2018,3,West Delhi,193136,1418510
delhi,2018,3,North Delhi,160838,1181297
delhi,2018,3,East Delhi,116434,855166
delhi,2018,3,Central Delhi,104578,768089
delhi,2018,4,New Delhi,778697,6067967
delhi,2018,4,South Delhi,306551,2388792
delhi,2018,4,West Delhi,184087,1434494
delhi,2018,4,North Delhi,153303,1194608
delhi,2018,4,East Delhi,110979,864802
delhi,2018,4,Central Delhi,99679,776744
delhi,2019,1,New Delhi,877103,5703268
delhi,2019,1,South Delhi,345291,2245220
delhi,2019,1,West Delhi,207351,1348278
delhi,2019,1,North Delhi,172676,1122809
delhi,2019,1,East Delhi,125004,812825
delhi,2019,1,Central Delhi,112275,730060
delhi,2019,2,New Delhi,858147,6445516
delhi,2019,2,South Delhi,337829,2537422
delhi,2019,2,West Delhi,202869,1523749
delhi,2019,2,North Delhi,168944,1268936
delhi,2019,2,East Delhi,122302,918610
delhi,2019,2,Central Delhi,109849,825073
delhi,2019,3,New Delhi,948210,8506801
delhi,2019,3,South Delhi,373284,3348894
delhi,2019,3,West Delhi,224161,2011046
delhi,2019,3,North Delhi,186675,1674744
delhi,2019,3,East Delhi,135138,1212382
delhi,2019,3,Central Delhi,121377,1088933
delhi,2019,4,New Delhi,1102729,9717732
delhi,2019,4,South Delhi,434114,3825604
delhi,2019,4,West Delhi,260690,2297315
delhi,2019,4,North Delhi,217095,1913141
delhi,2019,4,East Delhi,157160,1384963
delhi,2019,4,Central Delhi,141157,1243941
delhi,2020,1,New Delhi,1009263,8440733
delhi,2020,1,South Delhi,397319,3322884
delhi,2020,1,West Delhi,238594,1995427
delhi,2020,1,North Delhi,198694,1661737
delhi,2020,1,East Delhi,143839,1202966
delhi,2020,1,Central Delhi,129193,1080475
delhi,2020,2,New Delhi,1002469,8307168
delhi,2020,2,South Delhi,394644,3270303
delhi,2020,2,West Delhi,236988,1963852
delhi,2020,2,North Delhi,197357,1635442
delhi,2020,2,East Delhi,142871,1183931
delhi,2020,2,Central Delhi,128323,1063378
delhi,2020,3,New Delhi,1130445,10072626
delhi,2020,3,South Delhi,445025,3965316
delhi,2020,3,West Delhi,267242,2381214
delhi,2020,3,North Delhi,222552,1983010
delhi,2020,3,East Delhi,161110,1435543
delhi,2020,3,Central Delhi,144705,1289370
delhi,2020,4,New Delhi,1334590,11372115
delhi,2020,4,South Delhi,525391,4476889
delhi,2020,4,West Delhi,315503,2688419
delhi,2020,4,North Delhi,262742,2238842
delhi,2020,4,East Delhi,190204,1620745
delhi,2020,4,Central Delhi,170837,1455714
delhi,2021,1,New Delhi,1170010,10225843
delhi,2021,1,South Delhi,460600,4025633
delhi,2021,1,West Delhi,276595,2417435
delhi,2021,1,North Delhi,230341,2013174
delhi,2021,1,East Delhi,166748,1457379
delhi,2021,1,Central Delhi,149769,1308983
delhi,2021,2,New Delhi,1222511,8447202
delhi,2021,2,South Delhi,481269,3325431
delhi,2021,2,West Delhi,289007,1996956
delhi,2021,2,North Delhi,240677,1663010
delhi,2021,2,East Delhi,174231,1203888
delhi,2021,2,Central Delhi,156490,1081303
delhi,2021,3,New Delhi,1454585,11718877
delhi,2021,3,South Delhi,572630,4613400
delhi,2021,3,West Delhi,343870,2770395
delhi,2021,3,North Delhi,286366,2307109
delhi,2021,3,East Delhi,207306,1670165
delhi,2021,3,Central Delhi,186197,1500102
delhi,2021,4,New Delhi,1562174,12025154
delhi,2021,4,South Delhi,614985,4733972
delhi,2021,4,West Delhi,369305,2842800
delhi,2021,4,North Delhi,307547,2367406
delhi,2021,4,East Delhi,222639,1713815
delhi,2021,4,Central Delhi,199969,1539308
delhi,2022,1,New Delhi,1303661,11941847
delhi,2022,1,South Delhi,513215,4701177
delhi,2022,1,West Delhi,308191,2823106
delhi,2022,1,North Delhi,256653,2351005
delhi,2022,1,East Delhi,185796,1701943
delhi,2022,1,Central Delhi,166878,1528644
delhi,2022,2,New Delhi,1255985,8581561
delhi,2022,2,South Delhi,494446,3378325
delhi,2022,2,West Delhi,296920,2028719
delhi,2022,2,North Delhi,247267,1689462
delhi,2022,2,East Delhi,179002,1223037
delhi,2022,2,Central Delhi,160775,1098502
delhi,2022,3,New Delhi,1396032,12247361
delhi,2022,3,South Delhi,549579,4821449
delhi,2022,3,West Delhi,330028,2895331
delhi,2022,3,North Delhi,274838,2411152
delhi,2022,3,East Delhi,198961,1745484
delhi,2022,3,Central Delhi,178702,1567752
delhi,2022,4,New Delhi,1766044,11919187
delhi,2022,4,South Delhi,695243,4692256
delhi,2022,4,West Delhi,417500,2817749
delhi,2022,4,North Delhi,347683,2346544
delhi,2022,4,East Delhi,251695,1698713
delhi,2022,4,Central Delhi,226066,1525743
delhi,2023,1,New Delhi,1333966,9311970
delhi,2023,1,South Delhi,525145,3665866
delhi,2023,1,West Delhi,315355,2201391
delhi,2023,1,North Delhi,262619,1833258
delhi,2023,1,East Delhi,190115,1327134
delhi,2023,1,Central Delhi,170757,1192000
delhi,2023,2,New Delhi,1568505,12973020
delhi,2023,2,South Delhi,617477,5107121
delhi,2023,2,West Delhi,370801,3066880
delhi,2023,2,North Delhi,308793,2554014
delhi,2023,2,East Delhi,223542,1848904
delhi,2023,2,Central Delhi,200780,1660641
delhi,2023,3,New Delhi,1455238,10785981
delhi,2023,3,South Delhi,572887,4246144
delhi,2023,3,West Delhi,344024,2549854
delhi,2023,3,North Delhi,286494,2123449
delhi,2023,3,East Delhi,207399,1537209
delhi,2023,3,Central Delhi,186281,1380684
delhi,2023,4,New Delhi,1722644,11992740
delhi,2023,4,South Delhi,678157,4721212
delhi,2023,4,West Delhi,407240,2835137
delhi,2023,4,North Delhi,339139,2361025
delhi,2023,4,East Delhi,245510,1709196
delhi,2023,4,Central Delhi,220511,1535158
goa,2018,1,Goa District 1,54986,420718
goa,2018,1,Goa District 2,25778,197234
goa,2018,1,Goa District 3,15073,115332
goa,2018,1,Goa District 4,10804,82669
goa,2018,1,Goa District 5,8745,66917
goa,2018,2,Goa District 1,67403,591856
goa,2018,2,Goa District 2,31599,277464
goa,2018,2,Goa District 3,18477,162246
goa,2018,2,Goa District 4,13244,116296
goa,2018,2,Goa District 5,10720,94137
goa,2018,3,Goa District 1,82129,620226
goa,2018,3,Goa District 2,38502,290764
goa,2018,3,Goa District 3,22514,170023
goa,2018,3,Goa District 4,16138,121871
goa,2018,3,Goa District 5,13063,98649
goa,2018,4,Goa District 1,97171,707809
goa,2018,4,Goa District 2,45554,331823
goa,2018,4,Goa District 3,26637,194032
goa,2018,4,Goa District 4,19093,139081
goa,2018,4,Goa District 5,15455,112580
goa,2019,1,Goa District 1,91221,822719
goa,2019,1,Goa District 2,42764,385693
goa,2019,1,Goa District 3,25006,225532
goa,2019,1,Goa District 4,17924,161660
goa,2019,1,Goa District 5,14509,130857
goa,2019,2,Goa District 1,91471,671592
goa,2019,2,Goa District 2,42882,314844
goa,2019,2,Goa District 3,25075,184104
goa,2019,2,Goa District 4,17973,131964
goa,2019,2,Goa District 5,14548,106819
goa,2019,3,Goa District 1,111301,931025
goa,2019,3,Goa District 2,52178,436467
goa,2019,3,Goa District 3,30511,255223
goa,2019,3,Goa District 4,21870,182942
goa,2019,3,Goa District 5,17703,148083
goa,2019,4,Goa District 1,119754,847087
goa,2019,4,Goa District 2,56141,397117
goa,2019,4,Goa District 3,32828,232212
goa,2019,4,Goa District 4,23531,166448
goa,2019,4,Goa District 5,19047,134732
goa,2020,1,Goa District 1,104753,984923
goa,2020,1,Goa District 2,49108,461735
goa,2020,1,Goa District 3,28716,269998
goa,2020,1,Goa District 4,20583,193532
goa,2020,1,Goa District 5,16661,156656
goa,2020,2,Goa District 1,115818,997170
goa,2020,2,Goa District 2,54296,467476
goa,2020,2,Goa District 3,31749,273355
goa,2020,2,Goa District 4,22757,195939
goa,2020,2,Goa District 5,18421,158604
goa,2020,3,Goa District 1,131799,1010860
goa,2020,3,Goa District 2,61788,473894
goa,2020,3,Goa District 3,36130,277108
goa,2020,3,Goa District 4,25898,198629
goa,2020,3,Goa District 5,20963,160781
goa,2020,4,Goa District 1,151772,1438489
goa,2020,4,Goa District 2,71151,674368
goa,2020,4,Goa District 3,41605,394334
goa,2020,4,Goa District 4,29822,282656
goa,2020,4,Goa District 5,24140,228798
goa,2021,1,Goa District 1,122549,1118465
goa,2021,1,Goa District 2,57451,524340
goa,2021,1,Goa District 3,33594,306606
goa,2021,1,Goa District 4,24080,219773
goa,2021,1,Goa District 5,19492,177896
goa,2021,2,Goa District 1,133803,1022655
goa,2021,2,Goa District 2,62727,479424
goa,2021,2,Goa District 3,36679,280341
goa,2021,2,Goa District 4,26291,200946
goa,2021,2,Goa District 5,21281,162657
goa,2021,3,Goa District 1,141491,1188726
goa,2021,3,Goa District 2,66331,557278
goa,2021,3,Goa District 3,38787,325866
goa,2021,3,Goa District 4,27802,233579
goa,2021,3,Goa District 5,22504,189072
goa,2021,4,Goa District 1,154930,1288810
goa,2021,4,Goa District 2,72631,604198
goa,2021,4,Goa District 3,42471,353302
goa,2021,4,Goa District 4,30443,253245
goa,2021,4,Goa District 5,24642,204990
goa,2022,1,Goa District 1,123817,953938
goa,2022,1,Goa District 2,58046,447209
goa,2022,1,Goa District 3,33942,261504
goa,2022,1,Goa District 4,24329,187444
goa,2022,1,Goa District 5,19693,151728
goa,2022,2,Goa District 1,162525,1424338
goa,2022,2,Goa District 2,76192,667734
goa,2022,2,Goa District 3,44553,390455
goa,2022,2,Goa District 4,31935,279875
goa,2022,2,Goa District 5,25850,226547
goa,2022,3,Goa District 1,164697,1506450
goa,2022,3,Goa District 2,77210,706228
goa,2022,3,Goa District 3,45148,412965
goa,2022,3,Goa District 4,32362,296010
goa,2022,3,Goa District 5,26195,239607
goa,2022,4,Goa District 1,169652,1368183
goa,2022,4,Goa District 2,79533,641408
goa,2022,4,Goa District 3,46506,375061
goa,2022,4,Goa District 4,33335,268841
goa,2022,4,Goa District 5,26983,217615
goa,2023,1,Goa District 1,137049,993549
goa,2023,1,Goa District 2,64249,465779
goa,2023,1,Goa District 3,37569,272362
goa,2023,1,Goa District 4,26929,195227
goa,2023,1,Goa District 5,21798,158028
goa,2023,2,Goa District 1,153046,1327737
goa,2023,2,Goa District 2,71748,622447
goa,2023,2,Goa District 3,41954,363974
goa,2023,2,Goa District 4,30072,260894
goa,2023,2,Goa District 5,24342,211182
goa,2023,3,Goa District 1,167875,1404110
goa,2023,3,Goa District 2,78700,658251
goa,2023,3,Goa District 3,46019,384910
goa,2023,3,Goa District 4,32986,275901
goa,2023,3,Goa District 5,26701,223329
goa,2023,4,Goa District 1,190316,1423383
goa,2023,4,Goa District 2,89220,667286
goa,2023,4,Goa District 3,52171,390193
goa,2023,4,Goa District 4,37396,279688
goa,2023,4,Goa District 5,30270,226395
gujarat,2018,1,Ahmedabad,500545,4136655
gujarat,2018,1,Surat,186851,1544192
gujarat,2018,1,Vadodara,135518,1119963
gujarat,2018,1,Rajkot,101367,837730
gujarat,2018,1,Gandhinagar,75150,621061
gujarat,2018,1,Bhavnagar,60700,501648
gujarat,2018,2,Ahmedabad,578577,3830603
gujarat,2018,2,Surat,215979,1429944
gujarat,2018,2,Vadodara,156644,1037102
gujarat,2018,2,Rajkot,117169,775750
gujarat,2018,2,Gandhinagar,86865,575111
gujarat,2018,2,Bhavnagar,70163,464533
