state,year,quarter,district,policy_count,premium_amount
chandigarh,2021,4,Chandigarh District 2,950,674128.35
chandigarh,2021,4,Chandigarh District 3,541,384020.1
chandigarh,2021,4,Chandigarh District 4,406,288187.14
chandigarh,2021,4,Chandigarh District 5,330,234117.2
chandigarh,2022,1,Chandigarh District 1,1822,1292135.47
chandigarh,2022,1,Chandigarh District 2,948,672324.57
chandigarh,2022,1,Chandigarh District 3,540,382992.57
chandigarh,2022,1,Chandigarh District 4,405,287416.04
chandigarh,2022,1,Chandigarh District 5,329,233490.76
chandigarh,2022,2,Chandigarh District 1,1675,1188331.9
chandigarh,2022,2,Chandigarh District 2,871,618313.45
chandigarh,2022,2,Chandigarh District 3,496,352224.9
chandigarh,2022,2,Chandigarh District 4,372,264326.5
chandigarh,2022,2,Chandigarh District 5,302,214733.31
chandigarh,2022,3,Chandigarh District 1,2175,1542665.39
chandigarh,2022,3,Chandigarh District 2,1132,802680.42
chandigarh,2022,3,Chandigarh District 3,644,457250.34
chandigarh,2022,3,Chandigarh District 4,483,343142.64
chandigarh,2022,3,Chandigarh District 5,393,278761.89
chandigarh,2022,4,Chandigarh District 1,2378,1686756.48
chandigarh,2022,4,Chandigarh District 2,1237,877653.98
chandigarh,2022,4,Chandigarh District 3,705,499959.35
chandigarh,2022,4,Chandigarh District 4,529,375193.53
chandigarh,2022,4,Chandigarh District 5,429,304799.36
chandigarh,2023,1,Chandigarh District 1,1834,1301116.84
chandigarh,2023,1,Chandigarh District 2,954,676997.76
chandigarh,2023,1,Chandigarh District 3,543,385654.68
chandigarh,2023,1,Chandigarh District 4,408,289413.81
chandigarh,2023,1,Chandigarh District 5,331,235113.71
chandigarh,2023,2,Chandigarh District 1,2508,1778765.66
chandigarh,2023,2,Chandigarh District 2,1305,925528.24
chandigarh,2023,2,Chandigarh District 3,743,527231.13
chandigarh,2023,2,Chandigarh District 4,558,395659.58
chandigarh,2023,2,Chandigarh District 5,453,321425.55
chandigarh,2023,3,Chandigarh District 1,2824,2002937.26
chandigarh,2023,3,Chandigarh District 2,1469,1042169.32
chandigarh,2023,3,Chandigarh District 3,837,593676.22
chandigarh,2023,3,Chandigarh District 4,628,445523.17
chandigarh,2023,3,Chandigarh District 5,510,361933.68
chandigarh,2023,4,Chandigarh District 1,3113,2207346.0
chandigarh,2023,4,Chandigarh District 2,1619,1148527.37
chandigarh,2023,4,Chandigarh District 3,922,654263.54
chandigarh,2023,4,Chandigarh District 4,692,490990.81
chandigarh,2023,4,Chandigarh District 5,562,398870.64
chhattisgarh,2020,1,Chhattisgarh District 1,3759,1593394.43
chhattisgarh,2020,1,Chhattisgarh District 2,1840,779946.19
chhattisgarh,2020,1,Chhattisgarh District 3,975,413352.42
chhattisgarh,2020,1,Chhattisgarh District 4,745,315785.23
chhattisgarh,2020,1,Chhattisgarh District 5,584,247724.03
chhattisgarh,2020,2,Chhattisgarh District 1,4172,1768123.24
chhattisgarh,2020,2,Chhattisgarh District 2,2042,865473.71
chhattisgarh,2020,2,Chhattisgarh District 3,1082,458679.92
chhattisgarh,2020,2,Chhattisgarh District 4,826,350413.67
chhattisgarh,2020,2,Chhattisgarh District 5,648,274889.01
chhattisgarh,2020,3,Chhattisgarh District 1,4945,2096099.65
chhattisgarh,2020,3,Chhattisgarh District 2,2420,1026013.97
chhattisgarh,2020,3,Chhattisgarh District 3,1283,543762.33
chhattisgarh,2020,3,Chhattisgarh District 4,980,415413.34
chhattisgarh,2020,3,Chhattisgarh District 5,768,325879.29
chhattisgarh,2020,4,Chhattisgarh District 1,5941,2518282.24
chhattisgarh,2020,4,Chhattisgarh District 2,2908,1232666.94
chhattisgarh,2020,4,Chhattisgarh District 3,1541,653283.36
chhattisgarh,2020,4,Chhattisgarh District 4,1177,499083.16
chhattisgarh,2020,4,Chhattisgarh District 5,923,391515.75
chhattisgarh,2021,1,Chhattisgarh District 1,5292,2242916.13
chhattisgarh,2021,1,Chhattisgarh District 2,2590,1097878.75
chhattisgarh,2021,1,Chhattisgarh District 3,1372,581848.91
chhattisgarh,2021,1,Chhattisgarh District 4,1048,444510.01
chhattisgarh,2021,1,Chhattisgarh District 5,822,348704.76
chhattisgarh,2021,2,Chhattisgarh District 1,6588,2792248.64
chhattisgarh,2021,2,Chhattisgarh District 2,3224,1366769.99
chhattisgarh,2021,2,Chhattisgarh District 3,1709,724354.7
chhattisgarh,2021,2,Chhattisgarh District 4,1305,553378.91
chhattisgarh,2021,2,Chhattisgarh District 5,1024,434109.14
chhattisgarh,2021,3,Chhattisgarh District 1,5946,2520033.88
chhattisgarh,2021,3,Chhattisgarh District 2,2910,1233524.35
chhattisgarh,2021,3,Chhattisgarh District 3,1542,653737.76
chhattisgarh,2021,3,Chhattisgarh District 4,1178,499430.31
chhattisgarh,2021,3,Chhattisgarh District 5,924,391788.08
chhattisgarh,2021,4,Chhattisgarh District 1,7837,3321486.29
chhattisgarh,2021,4,Chhattisgarh District 2,3836,1625825.05
chhattisgarh,2021,4,Chhattisgarh District 3,2033,861647.55
chhattisgarh,2021,4,Chhattisgarh District 4,1553,658265.32
chhattisgarh,2021,4,Chhattisgarh District 5,1218,516389.38
chhattisgarh,2022,1,Chhattisgarh District 1,5899,2500409.87
chhattisgarh,2022,1,Chhattisgarh District 2,2887,1223918.65
chhattisgarh,2022,1,Chhattisgarh District 3,1530,648646.98
chhattisgarh,2022,1,Chhattisgarh District 4,1169,495541.14
chhattisgarh,2022,1,Chhattisgarh District 5,917,388737.15
chhattisgarh,2022,2,Chhattisgarh District 1,7980,3382209.25
chhattisgarh,2022,2,Chhattisgarh District 2,3906,1655548.16
chhattisgarh,2022,2,Chhattisgarh District 3,2070,877400.07
chhattisgarh,2022,2,Chhattisgarh District 4,1581,670299.64
chhattisgarh,2022,2,Chhattisgarh District 5,1240,525829.94
chhattisgarh,2022,3,Chhattisgarh District 1,9104,3858739.73
chhattisgarh,2022,3,Chhattisgarh District 2,4456,1888803.74
chhattisgarh,2022,3,Chhattisgarh District 3,2361,1001019.83
chhattisgarh,2022,3,Chhattisgarh District 4,1804,764740.34
chhattisgarh,2022,3,Chhattisgarh District 5,1415,599915.83
chhattisgarh,2022,4,Chhattisgarh District 1,9988,4233293.68
chhattisgarh,2022,4,Chhattisgarh District 2,4889,2072143.11
chhattisgarh,2022,4,Chhattisgarh District 3,2591,1098185.22
chhattisgarh,2022,4,Chhattisgarh District 4,1979,838970.93
chhattisgarh,2022,4,Chhattisgarh District 5,1552,658147.5
chhattisgarh,2023,1,Chhattisgarh District 1,8843,3747724.53
chhattisgarh,2023,1,Chhattisgarh District 2,4328,1834463.22
chhattisgarh,2023,1,Chhattisgarh District 3,2294,972220.68
chhattisgarh,2023,1,Chhattisgarh District 4,1752,742738.91
chhattisgarh,2023,1,Chhattisgarh District 5,1374,582656.37
chhattisgarh,2023,2,Chhattisgarh District 1,9155,3879972.75
chhattisgarh,2023,2,Chhattisgarh District 2,4481,1899197.03
chhattisgarh,2023,2,Chhattisgarh District 3,2374,1006528.02
chhattisgarh,2023,2,Chhattisgarh District 4,1814,768948.38
chhattisgarh,2023,2,Chhattisgarh District 5,1423,603216.92
chhattisgarh,2023,3,Chhattisgarh District 1,10770,4564468.02
chhattisgarh,2023,3,Chhattisgarh District 2,5271,2234248.71
chhattisgarh,2023,3,Chhattisgarh District 3,2793,1184097.22
chhattisgarh,2023,3,Chhattisgarh District 4,2134,904604.37
chhattisgarh,2023,3,Chhattisgarh District 5,1674,709634.97
chhattisgarh,2023,4,Chhattisgarh District 1,11480,4865712.84
chhattisgarh,2023,4,Chhattisgarh District 2,5619,2381704.2
chhattisgarh,2023,4,Chhattisgarh District 3,2978,1262245.03
chhattisgarh,2023,4,Chhattisgarh District 4,2275,964306.26
chhattisgarh,2023,4,Chhattisgarh District 5,1784,756469.31
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 1,465,257829.09
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 2,231,128186.88
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 3,143,79672.68
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 4,88,48764.82
dadra-&-nagar-haveli-&-daman-&-diu,2020,1,Dadra And Nagar Haveli And Daman And Diu District 5,77,42912.01
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 1,572,317193.52
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 2,284,157701.55
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 3,176,98017.09
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 4,108,59992.78
dadra-&-nagar-haveli-&-daman-&-diu,2020,2,Dadra And Nagar Haveli And Daman And Diu District 5,95,52792.38
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 1,636,352902.38
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 2,316,175455.2
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 3,196,109051.62
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 4,120,66746.62
dadra-&-nagar-haveli-&-daman-&-diu,2020,3,Dadra And Nagar Haveli And Daman And Diu District 5,106,58735.61
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 1,659,365639.24
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 2,327,181787.68
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 3,203,112987.48
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 4,124,69155.63
dadra-&-nagar-haveli-&-daman-&-diu,2020,4,Dadra And Nagar Haveli And Daman And Diu District 5,109,60855.48
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 1,578,320589.58
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 2,287,159389.99
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 3,178,99066.52
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 4,109,60635.1
dadra-&-nagar-haveli-&-daman-&-diu,2021,1,Dadra And Nagar Haveli And Daman And Diu District 5,96,53357.61
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 1,684,379191.15
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 2,340,188525.39
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 3,211,117175.2
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 4,129,71718.78
dadra-&-nagar-haveli-&-daman-&-diu,2021,2,Dadra And Nagar Haveli And Daman And Diu District 5,113,63111.01
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 1,890,493499.2
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 2,442,245356.8
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 3,275,152497.94
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 4,168,93338.58
dadra-&-nagar-haveli-&-daman-&-diu,2021,3,Dadra And Nagar Haveli And Daman And Diu District 5,148,82135.97
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 1,896,497089.06
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 2,445,247141.6
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 3,277,153607.25
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 4,169,94017.55
dadra-&-nagar-haveli-&-daman-&-diu,2021,4,Dadra And Nagar Haveli And Daman And Diu District 5,149,82733.45
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 1,865,479723.19
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 2,430,238507.67
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 3,267,148240.96
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 4,163,90733.03
dadra-&-nagar-haveli-&-daman-&-diu,2022,1,Dadra And Nagar Haveli And Daman And Diu District 5,144,79843.15
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 1,919,509613.5
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 2,457,253368.47
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 3,284,157477.48
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 4,173,96386.37
dadra-&-nagar-haveli-&-daman-&-diu,2022,2,Dadra And Nagar Haveli And Daman And Diu District 5,153,84817.97
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 1,1018,564410.9
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 2,506,280612.52
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 3,314,174410.61
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 4,192,106750.55
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Dadra And Nagar Haveli And Daman And Diu District 5,169,93938.22
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 1,1186,657428.11
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 2,589,326858.6
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 3,366,203154.19
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 4,224,124343.47
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Dadra And Nagar Haveli And Daman And Diu District 5,197,109419.62
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 1,946,524484.18
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 2,470,260761.84
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 3,292,162072.72
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 4,179,99198.96
dadra-&-nagar-haveli-&-daman-&-diu,2023,1,Dadra And Nagar Haveli And Daman And Diu District 5,157,87292.98
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 1,1071,593681.14
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 2,532,295165.03
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 3,331,183455.51
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 4,202,112286.61
dadra-&-nagar-haveli-&-daman-&-diu,2023,2,Dadra And Nagar Haveli And Daman And Diu District 5,178,98809.84
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 1,1338,741604.84
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 2,665,368709.39
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 3,413,229165.94
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 4,253,140264.34
dadra-&-nagar-haveli-&-daman-&-diu,2023,3,Dadra And Nagar Haveli And Daman And Diu District 5,222,123429.65
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 1,1420,787104.44
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 2,706,391330.78
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 3,438,243225.93
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 4,268,148869.96
dadra-&-nagar-haveli-&-daman-&-diu,2023,4,Dadra And Nagar Haveli And Daman And Diu District 5,236,131002.41
delhi,2020,1,New Delhi,15176,10948899.25
delhi,2020,1,South Delhi,5974,4310280.9
delhi,2020,1,West Delhi,3587,2588369.16
delhi,2020,1,North Delhi,2987,2155522.92
delhi,2020,1,East Delhi,2162,1560428.81
delhi,2020,1,Central Delhi,1942,1401539.51
delhi,2020,2,New Delhi,15562,11227264.48
delhi,2020,2,South Delhi,6126,4419865.65
delhi,2020,2,West Delhi,3679,2654175.95
delhi,2020,2,North Delhi,3063,2210325.01
delhi,2020,2,East Delhi,2218,1600101.22
delhi,2020,2,Central Delhi,1992,1437172.3
delhi,2020,3,New Delhi,20035,14453929.13
delhi,2020,3,South Delhi,7887,5690114.9
delhi,2020,3,West Delhi,4736,3416974.03
delhi,2020,3,North Delhi,3944,2845562.35
delhi,2020,3,East Delhi,2855,2059963.01
delhi,2020,3,Central Delhi,2564,1850209.08
delhi,2020,4,New Delhi,23608,17031414.37
delhi,2020,4,South Delhi,9293,6704800.04
delhi,2020,4,West Delhi,5581,4026303.16
delhi,2020,4,North Delhi,4647,3352994.96
delhi,2020,4,East Delhi,3364,2427304.26
delhi,2020,4,Central Delhi,3022,2180146.12
delhi,2021,1,New Delhi,20670,14912069.27
delhi,2021,1,South Delhi,8137,5870472.09
delhi,2021,1,West Delhi,4886,3525280.42
delhi,2021,1,North Delhi,4069,2935756.95
delhi,2021,1,East Delhi,2945,2125256.8
delhi,2021,1,Central Delhi,2645,1908854.38
delhi,2021,2,New Delhi,21306,15370617.94
delhi,2021,2,South Delhi,8387,6050990.1
delhi,2021,2,West Delhi,5036,3633683.39
delhi,2021,2,North Delhi,4194,3026031.97
delhi,2021,2,East Delhi,3036,2190608.81
delhi,2021,2,Central Delhi,2727,1967551.98
delhi,2021,3,New Delhi,26422,19061488.73
delhi,2021,3,South Delhi,10401,7503984.56
delhi,2021,3,West Delhi,6246,4506221.89
delhi,2021,3,North Delhi,5201,3752658.13
delhi,2021,3,East Delhi,3765,2716628.91
delhi,2021,3,Central Delhi,3382,2440010.54
delhi,2021,4,New Delhi,28291,20409838.68
delhi,2021,4,South Delhi,11137,8034792.9
delhi,2021,4,West Delhi,6688,4824977.9
delhi,2021,4,North Delhi,5569,4018109.4
delhi,2021,4,East Delhi,4032,2908794.72
delhi,2021,4,Central Delhi,3621,2612609.24
delhi,2022,1,New Delhi,23895,17238297.36
delhi,2022,1,South Delhi,9406,6786244.19
delhi,2022,1,West Delhi,5648,4075211.23
delhi,2022,1,North Delhi,4704,3393724.26
delhi,2022,1,East Delhi,3405,2456789.06
delhi,2022,1,Central Delhi,3058,2206628.66
delhi,2022,2,New Delhi,26583,19177310.09
delhi,2022,2,South Delhi,10465,7549580.25
delhi,2022,2,West Delhi,6284,4533602.59
delhi,2022,2,North Delhi,5233,3775460.02
delhi,2022,2,East Delhi,3788,2733135.69
delhi,2022,2,Central Delhi,3402,2454836.53
delhi,2022,3,New Delhi,31390,22645296.49
delhi,2022,3,South Delhi,12357,8914831.24
delhi,2022,3,West Delhi,7420,5353450.21
delhi,2022,3,North Delhi,6179,4458206.66
delhi,2022,3,East Delhi,4473,3227390.48
delhi,2022,3,Central Delhi,4018,2898764.25
delhi,2022,4,New Delhi,34114,24610596.2
delhi,2022,4,South Delhi,13430,9688515.75
delhi,2022,4,West Delhi,8064,5818055.92
delhi,2022,4,North Delhi,6716,4845117.57
delhi,2022,4,East Delhi,4862,3507483.5
delhi,2022,4,Central Delhi,4366,3150337.05
delhi,2023,1,New Delhi,27521,19853891.25
delhi,2023,1,South Delhi,10834,7815931.67
delhi,2023,1,West Delhi,6506,4693549.42
delhi,2023,1,North Delhi,5418,3908659.36
delhi,2023,1,East Delhi,3922,2829561.52
delhi,2023,1,Central Delhi,3522,2541443.88
delhi,2023,2,New Delhi,34799,25104344.57
delhi,2023,2,South Delhi,13699,9882890.92
delhi,2023,2,West Delhi,8226,5934780.26
delhi,2023,2,North Delhi,6851,4942322.4
delhi,2023,2,East Delhi,4959,3577852.14
delhi,2023,2,Central Delhi,4454,3213540.47
delhi,2023,3,New Delhi,38881,28049557.22
delhi,2023,3,South Delhi,15306,11042340.25
delhi,2023,3,West Delhi,9191,6631041.82
delhi,2023,3,North Delhi,7654,5522149.95
delhi,2023,3,East Delhi,5541,3997601.61
delhi,2023,3,Central Delhi,4977,3590549.32
delhi,2023,4,New Delhi,41011,29585507.51
delhi,2023,4,South Delhi,16144,11647001.69
delhi,2023,4,West Delhi,9695,6994147.39
delhi,2023,4,North Delhi,8073,5824534.32
delhi,2023,4,East Delhi,5844,4216504.08
delhi,2023,4,Central Delhi,5249,3787162.23
goa,2020,1,Goa District 1,1687,1144145.95
goa,2020,1,Goa District 2,791,536379.13
goa,2020,1,Goa District 3,462,313646.01
goa,2020,1,Goa District 4,331,224819.3
goa,2020,1,Goa District 5,268,181981.39
goa,2020,2,Goa District 1,1612,1093174.9
goa,2020,2,Goa District 2,755,512483.75
goa,2020,2,Goa District 3,441,299673.26
goa,2020,2,Goa District 4,316,214803.73
goa,2020,2,Goa District 5,256,173874.22
goa,2020,3,Goa District 1,2233,1514430.55
goa,2020,3,Goa District 2,1047,709969.69
goa,2020,3,Goa District 3,612,415152.54
goa,2020,3,Goa District 4,438,297578.49
goa,2020,3,Goa District 5,355,240876.77
goa,2020,4,Goa District 1,2581,1750234.74
goa,2020,4,Goa District 2,1210,820515.41
goa,2020,4,Goa District 3,707,479793.81
goa,2020,4,Goa District 4,507,343912.9
goa,2020,4,Goa District 5,410,278382.45
goa,2021,1,Goa District 1,1998,1354835.79
goa,2021,1,Goa District 2,936,635151.17
goa,2021,1,Goa District 3,547,371402.65
goa,2021,1,Goa District 4,392,266218.87
goa,2021,1,Goa District 5,317,215492.53
goa,2021,2,Goa District 1,2108,1429474.93
goa,2021,2,Goa District 2,988,670142.23
goa,2021,2,Goa District 3,577,391863.56
goa,2021,2,Goa District 4,414,280885.11
goa,2021,2,Goa District 5,335,227364.21
goa,2021,3,Goa District 1,2934,1990187.77
goa,2021,3,Goa District 2,1375,933006.13
goa,2021,3,Goa District 3,804,545572.4
goa,2021,3,Goa District 4,576,391062.55
goa,2021,3,Goa District 5,466,316548.02
goa,2021,4,Goa District 1,2837,1924305.93
goa,2021,4,Goa District 2,1330,902120.52
goa,2021,4,Goa District 3,777,527512.14
goa,2021,4,Goa District 4,557,378117.08
goa,2021,4,Goa District 5,451,306069.23
goa,2022,1,Goa District 1,2335,1583789.02
goa,2022,1,Goa District 2,1094,742485.15
goa,2022,1,Goa District 3,640,434165.86
goa,2022,1,Goa District 4,458,311207.1
goa,2022,1,Goa District 5,371,251908.53
goa,2022,2,Goa District 1,3067,2080034.6
goa,2022,2,Goa District 2,1438,975126.6
goa,2022,2,Goa District 3,840,570202.21
goa,2022,2,Goa District 4,602,408717.03
goa,2022,2,Goa District 5,487,330838.55
goa,2022,3,Goa District 1,3103,2104409.08
goa,2022,3,Goa District 2,1455,986553.43
goa,2022,3,Goa District 3,850,576884.02
goa,2022,3,Goa District 4,609,413506.5
goa,2022,3,Goa District 5,493,334715.42
goa,2022,4,Goa District 1,3677,2493301.14
goa,2022,4,Goa District 2,1723,1168867.22
goa,2022,4,Goa District 3,1008,683491.43
goa,2022,4,Goa District 4,722,489921.96
goa,2022,4,Goa District 5,584,396570.39
goa,2023,1,Goa District 1,3336,2262453.24
goa,2023,1,Goa District 2,1564,1060645.02
goa,2023,1,Goa District 3,914,620208.84
goa,2023,1,Goa District 4,655,444561.43
goa,2023,1,Goa District 5,530,359853.03
goa,2023,2,Goa District 1,3893,2640221.91
goa,2023,2,Goa District 2,1825,1237744.13
goa,2023,2,Goa District 3,1067,723766.99
goa,2023,2,Goa District 4,765,518791.2
goa,2023,2,Goa District 5,619,419938.78
goa,2023,3,Goa District 1,3665,2485481.57
goa,2023,3,Goa District 2,1718,1165201.38
goa,2023,3,Goa District 3,1004,681347.84
goa,2023,3,Goa District 4,720,488385.45
goa,2023,3,Goa District 5,583,395326.66
goa,2023,4,Goa District 1,4500,3051647.51
goa,2023,4,Goa District 2,2110,1430621.71
goa,2023,4,Goa District 3,1233,836551.55
goa,2023,4,Goa District 4,884,599634.4
goa,2023,4,Goa District 5,715,485377.81
gujarat,2020,1,Ahmedabad,13716,8619514.58
gujarat,2020,1,Surat,5120,3217620.63
gujarat,2020,1,Vadodara,3713,2333659.54
gujarat,2020,1,Rajkot,2777,1745571.6
gujarat,2020,1,Gandhinagar,2059,1294100.33
gujarat,2020,1,Bhavnagar,1663,1045280.32
gujarat,2020,2,Ahmedabad,16561,10407121.75
gujarat,2020,2,Surat,6182,3884925.23
gujarat,2020,2,Vadodara,4483,2817638.83
gujarat,2020,2,Rajkot,3353,2107586.92
gujarat,2020,2,Gandhinagar,2486,1562484.71
gujarat,2020,2,Bhavnagar,2008,1262061.74
gujarat,2020,3,Ahmedabad,17083,10735586.49
gujarat,2020,3,Surat,6377,4007539.44
gujarat,2020,3,Vadodara,4625,2906567.84
gujarat,2020,3,Rajkot,3459,2174105.6
gujarat,2020,3,Gandhinagar,2564,1611799.13
gujarat,2020,3,Bhavnagar,2071,1301894.34
gujarat,2020,4,Ahmedabad,19406,12195219.13
gujarat,2020,4,Surat,7244,4552412.82
gujarat,2020,4,Vadodara,5254,3301750.84
gujarat,2020,4,Rajkot,3930,2469701.51
gujarat,2020,4,Gandhinagar,2913,1830942.68
gujarat,2020,4,Bhavnagar,2353,1478902.6
gujarat,2021,1,Ahmedabad,16424,10321209.44
gujarat,2021,1,Surat,6131,3852854.61
gujarat,2021,1,Vadodara,4446,2794378.81
gujarat,2021,1,Rajkot,3326,2090188.48
gujarat,2021,1,Gandhinagar,2465,1549586.17
gujarat,2021,1,Bhavnagar,1991,1251643.23
gujarat,2021,2,Ahmedabad,18574,11672051.7
gujarat,2021,2,Surat,6933,4357117.1
gujarat,2021,2,Vadodara,5028,3160107.75
gujarat,2021,2,Rajkot,3761,2363752.83
gujarat,2021,2,Gandhinagar,2788,1752396.36
gujarat,2021,2,Bhavnagar,2252,1415458.58
gujarat,2021,3,Ahmedabad,20360,12794485.15
gujarat,2021,3,Surat,7600,4776115.76
gujarat,2021,3,Vadodara,5512,3463996.97
gujarat,2021,3,Rajkot,4123,2591061.22
