state,year,quarter,brand,user_count,percentage
delhi,2020,2,Apple,70764,0.035
delhi,2020,2,Motorola,42993,0.02
delhi,2020,2,Others,181428,0.085
delhi,2020,3,Xiaomi,611240,0.26
delhi,2020,3,Samsung,457099,0.2
delhi,2020,3,Vivo,336193,0.145
delhi,2020,3,Oppo,278171,0.115
delhi,2020,3,Realme,223859,0.095
delhi,2020,3,OnePlus,104836,0.045
delhi,2020,3,Apple,85451,0.035
delhi,2020,3,Motorola,45954,0.02
delhi,2020,3,Others,210298,0.085
delhi,2020,4,Xiaomi,732895,0.26
delhi,2020,4,Samsung,585840,0.2
delhi,2020,4,Vivo,398810,0.145
delhi,2020,4,Oppo,310534,0.115
delhi,2020,4,Realme,258820,0.095
delhi,2020,4,OnePlus,131512,0.045
delhi,2020,4,Apple,102578,0.035
delhi,2020,4,Motorola,54204,0.02
delhi,2020,4,Others,241419,0.085
delhi,2021,1,Xiaomi,616534,0.26
delhi,2021,1,Samsung,484580,0.2
delhi,2021,1,Vivo,346726,0.145
delhi,2021,1,Oppo,276845,0.115
delhi,2021,1,Realme,226666,0.095
delhi,2021,1,OnePlus,108608,0.045
delhi,2021,1,Apple,85769,0.035
delhi,2021,1,Motorola,50126,0.02
delhi,2021,1,Others,206976,0.085
delhi,2021,2,Xiaomi,665092,0.26
delhi,2021,2,Samsung,501121,0.2
delhi,2021,2,Vivo,377824,0.145
delhi,2021,2,Oppo,307398,0.115
delhi,2021,2,Realme,254337,0.095
delhi,2021,2,OnePlus,109705,0.045
delhi,2021,2,Apple,92369,0.035
delhi,2021,2,Motorola,53069,0.02
delhi,2021,2,Others,223956,0.085
delhi,2021,3,Xiaomi,807212,0.26
delhi,2021,3,Samsung,629889,0.2
delhi,2021,3,Vivo,460775,0.145
delhi,2021,3,Oppo,335484,0.115
delhi,2021,3,Realme,302254,0.095
delhi,2021,3,OnePlus,139126,0.045
delhi,2021,3,Apple,109795,0.035
delhi,2021,3,Motorola,61001,0.02
delhi,2021,3,Others,265177,0.085
delhi,2021,4,Xiaomi,892278,0.26
delhi,2021,4,Samsung,674750,0.2
delhi,2021,4,Vivo,470667,0.145
delhi,2021,4,Oppo,390501,0.115
delhi,2021,4,Realme,313140,0.095
delhi,2021,4,OnePlus,151290,0.045
delhi,2021,4,Apple,115814,0.035
delhi,2021,4,Motorola,62698,0.02
delhi,2021,4,Others,292239,0.085
delhi,2022,1,Xiaomi,702210,0.26
delhi,2022,1,Samsung,560203,0.2
delhi,2022,1,Vivo,394394,0.145
delhi,2022,1,Oppo,322741,0.115
delhi,2022,1,Realme,253598,0.095
delhi,2022,1,OnePlus,127820,0.045
delhi,2022,1,Apple,99403,0.035
delhi,2022,1,Motorola,54546,0.02
delhi,2022,1,Others,224983,0.085
delhi,2022,2,Xiaomi,700046,0.26
delhi,2022,2,Samsung,517040,0.2
delhi,2022,2,Vivo,386068,0.145
delhi,2022,2,Oppo,300911,0.115
delhi,2022,2,Realme,257926,0.095
delhi,2022,2,OnePlus,113623,0.045
delhi,2022,2,Apple,91838,0.035
delhi,2022,2,Motorola,55136,0.02
delhi,2022,2,Others,214778,0.085
delhi,2022,3,Xiaomi,728982,0.26
delhi,2022,3,Samsung,563959,0.2
delhi,2022,3,Vivo,404102,0.145
delhi,2022,3,Oppo,336615,0.115
delhi,2022,3,Realme,271323,0.095
delhi,2022,3,OnePlus,138246,0.045
delhi,2022,3,Apple,102250,0.035
delhi,2022,3,Motorola,58855,0.02
delhi,2022,3,Others,243897,0.085
delhi,2022,4,Xiaomi,981595,0.26
delhi,2022,4,Samsung,749000,0.2
delhi,2022,4,Vivo,518363,0.145
delhi,2022,4,Oppo,438971,0.115
delhi,2022,4,Realme,340971,0.095
delhi,2022,4,OnePlus,168850,0.045
delhi,2022,4,Apple,128023,0.035
delhi,2022,4,Motorola,76780,0.02
delhi,2022,4,Others,323650,0.085
delhi,2023,1,Xiaomi,740731,0.26
delhi,2023,1,Samsung,557803,0.2
delhi,2023,1,Vivo,402621,0.145
delhi,2023,1,Oppo,316358,0.115
delhi,2023,1,Realme,266764,0.095
delhi,2023,1,OnePlus,130185,0.045
delhi,2023,1,Apple,96704,0.035
delhi,2023,1,Motorola,56141,0.02
delhi,2023,1,Others,246895,0.085
delhi,2023,2,Xiaomi,884335,0.26
delhi,2023,2,Samsung,659570,0.2
delhi,2023,2,Vivo,464873,0.145
delhi,2023,2,Oppo,361894,0.115
delhi,2023,2,Realme,318268,0.095
delhi,2023,2,OnePlus,145936,0.045
delhi,2023,2,Apple,115547,0.035
delhi,2023,2,Motorola,68058,0.02
delhi,2023,2,Others,283181,0.085
delhi,2023,3,Xiaomi,778329,0.26
delhi,2023,3,Samsung,611978,0.2
delhi,2023,3,Vivo,427255,0.145
delhi,2023,3,Oppo,341720,0.115
delhi,2023,3,Realme,275587,0.095
delhi,2023,3,OnePlus,143799,0.045
delhi,2023,3,Apple,111039,0.035
delhi,2023,3,Motorola,59795,0.02
delhi,2023,3,Others,250792,0.085
delhi,2023,4,Xiaomi,940074,0.26
delhi,2023,4,Samsung,707007,0.2
delhi,2023,4,Vivo,525437,0.145
delhi,2023,4,Oppo,399352,0.115
delhi,2023,4,Realme,349767,0.095
delhi,2023,4,OnePlus,160023,0.045
delhi,2023,4,Apple,127481,0.035
delhi,2023,4,Motorola,69583,0.02
delhi,2023,4,Others,299654,0.085
goa,2018,1,Xiaomi,28940,0.26
goa,2018,1,Samsung,24017,0.2
goa,2018,1,Vivo,16004,0.145
goa,2018,1,Oppo,13635,0.115
goa,2018,1,Realme,10661,0.095
goa,2018,1,OnePlus,5042,0.045
goa,2018,1,Apple,3909,0.035
goa,2018,1,Motorola,2367,0.02
goa,2018,1,Others,9660,0.085
goa,2018,2,Xiaomi,37937,0.26
goa,2018,2,Samsung,28311,0.2
goa,2018,2,Vivo,21459,0.145
goa,2018,2,Oppo,17038,0.115
goa,2018,2,Realme,13836,0.095
goa,2018,2,OnePlus,6438,0.045
goa,2018,2,Apple,5041,0.035
goa,2018,2,Motorola,2781,0.02
goa,2018,2,Others,12449,0.085
goa,2018,3,Xiaomi,44817,0.26
goa,2018,3,Samsung,34756,0.2
goa,2018,3,Vivo,23956,0.145
goa,2018,3,Oppo,20432,0.115
goa,2018,3,Realme,16851,0.095
goa,2018,3,OnePlus,8092,0.045
goa,2018,3,Apple,6296,0.035
goa,2018,3,Motorola,3407,0.02
goa,2018,3,Others,14599,0.085
goa,2018,4,Xiaomi,52722,0.26
goa,2018,4,Samsung,39068,0.2
goa,2018,4,Vivo,30795,0.145
goa,2018,4,Oppo,24190,0.115
goa,2018,4,Realme,18690,0.095
goa,2018,4,OnePlus,9626,0.045
goa,2018,4,Apple,7196,0.035
goa,2018,4,Motorola,4130,0.02
goa,2018,4,Others,17453,0.085
goa,2019,1,Xiaomi,50167,0.26
goa,2019,1,Samsung,39276,0.2
goa,2019,1,Vivo,27342,0.145
goa,2019,1,Oppo,23104,0.115
goa,2019,1,Realme,19082,0.095
goa,2019,1,OnePlus,8418,0.045
goa,2019,1,Apple,6946,0.035
goa,2019,1,Motorola,3988,0.02
goa,2019,1,Others,15700,0.085
goa,2019,2,Xiaomi,51087,0.26
goa,2019,2,Samsung,37064,0.2
goa,2019,2,Vivo,28373,0.145
goa,2019,2,Oppo,22521,0.115
goa,2019,2,Realme,17867,0.095
goa,2019,2,OnePlus,8437,0.045
goa,2019,2,Apple,6523,0.035
goa,2019,2,Motorola,3653,0.02
goa,2019,2,Others,15963,0.085
goa,2019,3,Xiaomi,61987,0.26
goa,2019,3,Samsung,47175,0.2
goa,2019,3,Vivo,34015,0.145
goa,2019,3,Oppo,27941,0.115
goa,2019,3,Realme,21750,0.095
goa,2019,3,OnePlus,10720,0.045
goa,2019,3,Apple,8018,0.035
goa,2019,3,Motorola,4496,0.02
goa,2019,3,Others,19915,0.085
goa,2019,4,Xiaomi,68112,0.26
goa,2019,4,Samsung,49525,0.2
goa,2019,4,Vivo,36115,0.145
goa,2019,4,Oppo,27602,0.115
goa,2019,4,Realme,23026,0.095
goa,2019,4,OnePlus,11772,0.045
goa,2019,4,Apple,8811,0.035
goa,2019,4,Motorola,4832,0.02
goa,2019,4,Others,20907,0.085
goa,2020,1,Xiaomi,57764,0.26
goa,2020,1,Samsung,42137,0.2
goa,2020,1,Vivo,30985,0.145
goa,2020,1,Oppo,26436,0.115
goa,2020,1,Realme,21506,0.095
goa,2020,1,OnePlus,9841,0.045
goa,2020,1,Apple,7702,0.035
goa,2020,1,Motorola,4285,0.02
goa,2020,1,Others,19023,0.085
goa,2020,2,Xiaomi,65372,0.26
goa,2020,2,Samsung,50344,0.2
goa,2020,2,Vivo,34771,0.145
goa,2020,2,Oppo,26635,0.115
goa,2020,2,Realme,23876,0.095
goa,2020,2,OnePlus,10745,0.045
goa,2020,2,Apple,8792,0.035
goa,2020,2,Motorola,4795,0.02
goa,2020,2,Others,21202,0.085
goa,2020,3,Xiaomi,75078,0.26
goa,2020,3,Samsung,54988,0.2
goa,2020,3,Vivo,40803,0.145
goa,2020,3,Oppo,30245,0.115
goa,2020,3,Realme,27395,0.095
goa,2020,3,OnePlus,12512,0.045
goa,2020,3,Apple,9548,0.035
goa,2020,3,Motorola,5506,0.02
goa,2020,3,Others,22465,0.085
goa,2020,4,Xiaomi,84549,0.26
goa,2020,4,Samsung,65386,0.2
goa,2020,4,Vivo,47559,0.145
goa,2020,4,Oppo,38071,0.115
goa,2020,4,Realme,29006,0.095
goa,2020,4,OnePlus,13966,0.045
goa,2020,4,Apple,10968,0.035
goa,2020,4,Motorola,6210,0.02
goa,2020,4,Others,25831,0.085
goa,2021,1,Xiaomi,68992,0.26
goa,2021,1,Samsung,49952,0.2
goa,2021,1,Vivo,36984,0.145
goa,2021,1,Oppo,29365,0.115
goa,2021,1,Realme,24187,0.095
goa,2021,1,OnePlus,11265,0.045
goa,2021,1,Apple,9102,0.035
goa,2021,1,Motorola,5215,0.02
goa,2021,1,Others,20943,0.085
goa,2021,2,Xiaomi,76610,0.26
goa,2021,2,Samsung,55116,0.2
goa,2021,2,Vivo,41215,0.145
goa,2021,2,Oppo,31934,0.115
goa,2021,2,Realme,26121,0.095
goa,2021,2,OnePlus,12060,0.045
goa,2021,2,Apple,9856,0.035
goa,2021,2,Motorola,5554,0.02
goa,2021,2,Others,24608,0.085
goa,2021,3,Xiaomi,74586,0.26
goa,2021,3,Samsung,59397,0.2
goa,2021,3,Vivo,42849,0.145
goa,2021,3,Oppo,34300,0.115
goa,2021,3,Realme,27540,0.095
goa,2021,3,OnePlus,13771,0.045
goa,2021,3,Apple,10512,0.035
goa,2021,3,Motorola,5891,0.02
goa,2021,3,Others,26392,0.085
goa,2021,4,Xiaomi,86403,0.26
goa,2021,4,Samsung,62067,0.2
goa,2021,4,Vivo,45892,0.145
goa,2021,4,Oppo,37211,0.115
goa,2021,4,Realme,31043,0.095
goa,2021,4,OnePlus,15005,0.045
goa,2021,4,Apple,11484,0.035
goa,2021,4,Motorola,6638,0.02
goa,2021,4,Others,27602,0.085
goa,2022,1,Xiaomi,68868,0.26
goa,2022,1,Samsung,51601,0.2
goa,2022,1,Vivo,39182,0.145
goa,2022,1,Oppo,29265,0.115
goa,2022,1,Realme,24166,0.095
goa,2022,1,OnePlus,12244,0.045
goa,2022,1,Apple,8817,0.035
goa,2022,1,Motorola,5294,0.02
goa,2022,1,Others,22046,0.085
goa,2022,2,Xiaomi,91396,0.26
goa,2022,2,Samsung,67683,0.2
goa,2022,2,Vivo,51711,0.145
goa,2022,2,Oppo,39908,0.115
goa,2022,2,Realme,31280,0.095
goa,2022,2,OnePlus,15104,0.045
goa,2022,2,Apple,11411,0.035
goa,2022,2,Motorola,6806,0.02
goa,2022,2,Others,30128,0.085
goa,2022,3,Xiaomi,90485,0.26
goa,2022,3,Samsung,69313,0.2
goa,2022,3,Vivo,51947,0.145
goa,2022,3,Oppo,41185,0.115
goa,2022,3,Realme,31728,0.095
goa,2022,3,OnePlus,15158,0.045
goa,2022,3,Apple,11678,0.035
goa,2022,3,Motorola,7090,0.02
goa,2022,3,Others,28236,0.085
goa,2022,4,Xiaomi,92854,0.26
goa,2022,4,Samsung,68869,0.2
goa,2022,4,Vivo,53793,0.145
goa,2022,4,Oppo,41259,0.115
goa,2022,4,Realme,35147,0.095
goa,2022,4,OnePlus,15617,0.045
goa,2022,4,Apple,12834,0.035
goa,2022,4,Motorola,6844,0.02
goa,2022,4,Others,30119,0.085
goa,2023,1,Xiaomi,74234,0.26
goa,2023,1,Samsung,58078,0.2
goa,2023,1,Vivo,43743,0.145
goa,2023,1,Oppo,33821,0.115
goa,2023,1,Realme,27753,0.095
goa,2023,1,OnePlus,13306,0.045
goa,2023,1,Apple,10294,0.035
goa,2023,1,Motorola,5725,0.02
goa,2023,1,Others,25371,0.085
goa,2023,2,Xiaomi,85443,0.26
goa,2023,2,Samsung,65273,0.2
goa,2023,2,Vivo,47779,0.145
goa,2023,2,Oppo,37071,0.115
goa,2023,2,Realme,30592,0.095
goa,2023,2,OnePlus,15146,0.045
goa,2023,2,Apple,11665,0.035
goa,2023,2,Motorola,6542,0.02
goa,2023,2,Others,28610,0.085
goa,2023,3,Xiaomi,89279,0.26
goa,2023,3,Samsung,72262,0.2
goa,2023,3,Vivo,51711,0.145
goa,2023,3,Oppo,41665,0.115
goa,2023,3,Realme,33972,0.095
goa,2023,3,OnePlus,15753,0.045
goa,2023,3,Apple,11806,0.035
goa,2023,3,Motorola,6987,0.02
goa,2023,3,Others,29168,0.085
goa,2023,4,Xiaomi,100351,0.26
goa,2023,4,Samsung,77785,0.2
goa,2023,4,Vivo,58676,0.145
goa,2023,4,Oppo,45732,0.115
goa,2023,4,Realme,36891,0.095
goa,2023,4,OnePlus,17986,0.045
goa,2023,4,Apple,13760,0.035
goa,2023,4,Motorola,8328,0.02
goa,2023,4,Others,35325,0.085
gujarat,2018,1,Xiaomi,273616,0.26
gujarat,2018,1,Samsung,202645,0.2
gujarat,2018,1,Vivo,157993,0.145
gujarat,2018,1,Oppo,123429,0.115
gujarat,2018,1,Realme,104665,0.095
gujarat,2018,1,OnePlus,49040,0.045
gujarat,2018,1,Apple,38560,0.035
gujarat,2018,1,Motorola,20370,0.02
gujarat,2018,1,Others,92700,0.085
gujarat,2018,2,Xiaomi,315170,0.26
gujarat,2018,2,Samsung,236322,0.2
gujarat,2018,2,Vivo,176709,0.145
gujarat,2018,2,Oppo,142537,0.115
gujarat,2018,2,Realme,116175,0.095
gujarat,2018,2,OnePlus,57044,0.045
gujarat,2018,2,Apple,41296,0.035
gujarat,2018,2,Motorola,24079,0.02
gujarat,2018,2,Others,103197,0.085
gujarat,2018,3,Xiaomi,368097,0.26
gujarat,2018,3,Samsung,270887,0.2
gujarat,2018,3,Vivo,209715,0.145
gujarat,2018,3,Oppo,155243,0.115
gujarat,2018,3,Realme,132255,0.095
gujarat,2018,3,OnePlus,63656,0.045
gujarat,2018,3,Apple,49885,0.035
gujarat,2018,3,Motorola,29008,0.02
gujarat,2018,3,Others,114799,0.085
gujarat,2018,4,Xiaomi,441214,0.26
gujarat,2018,4,Samsung,331828,0.2
gujarat,2018,4,Vivo,240082,0.145
gujarat,2018,4,Oppo,188106,0.115
gujarat,2018,4,Realme,166094,0.095
gujarat,2018,4,OnePlus,73111,0.045
gujarat,2018,4,Apple,56187,0.035
gujarat,2018,4,Motorola,32882,0.02
gujarat,2018,4,Others,147321,0.085
gujarat,2019,1,Xiaomi,377910,0.26
gujarat,2019,1,Samsung,276353,0.2
gujarat,2019,1,Vivo,204823,0.145
gujarat,2019,1,Oppo,159768,0.115
gujarat,2019,1,Realme,139866,0.095
gujarat,2019,1,OnePlus,65108,0.045
gujarat,2019,1,Apple,50141,0.035
gujarat,2019,1,Motorola,27432,0.02
gujarat,2019,1,Others,125265,0.085
gujarat,2019,2,Xiaomi,485992,0.26
gujarat,2019,2,Samsung,365522,0.2
gujarat,2019,2,Vivo,250007,0.145
gujarat,2019,2,Oppo,205577,0.115
gujarat,2019,2,Realme,167005,0.095
gujarat,2019,2,OnePlus,78102,0.045
gujarat,2019,2,Apple,64265,0.035
gujarat,2019,2,Motorola,34541,0.02
gujarat,2019,2,Others,155022,0.085
gujarat,2019,3,Xiaomi,517914,0.26
gujarat,2019,3,Samsung,390168,0.2
gujarat,2019,3,Vivo,270932,0.145
gujarat,2019,3,Oppo,222141,0.115
gujarat,2019,3,Realme,188793,0.095
gujarat,2019,3,OnePlus,89857,0.045
gujarat,2019,3,Apple,64998,0.035
gujarat,2019,3,Motorola,39889,0.02
gujarat,2019,3,Others,156861,0.085
gujarat,2019,4,Xiaomi,589299,0.26
gujarat,2019,4,Samsung,471611,0.2
gujarat,2019,4,Vivo,321692,0.145
gujarat,2019,4,Oppo,266809,0.115
gujarat,2019,4,Realme,221498,0.095
gujarat,2019,4,OnePlus,103405,0.045
gujarat,2019,4,Apple,83485,0.035
gujarat,2019,4,Motorola,44136,0.02
gujarat,2019,4,Others,200447,0.085
gujarat,2020,1,Xiaomi,496405,0.26
gujarat,2020,1,Samsung,349163,0.2
gujarat,2020,1,Vivo,274970,0.145
gujarat,2020,1,Oppo,213872,0.115
gujarat,2020,1,Realme,169518,0.095
gujarat,2020,1,OnePlus,84578,0.045
gujarat,2020,1,Apple,62775,0.035
gujarat,2020,1,Motorola,35959,0.02
gujarat,2020,1,Others,150818,0.085
gujarat,2020,2,Xiaomi,556621,0.26
gujarat,2020,2,Samsung,460287,0.2
gujarat,2020,2,Vivo,329243,0.145
gujarat,2020,2,Oppo,251724,0.115
gujarat,2020,2,Realme,211329,0.095
gujarat,2020,2,OnePlus,102775,0.045
gujarat,2020,2,Apple,78643,0.035
gujarat,2020,2,Motorola,42470,0.02
gujarat,2020,2,Others,187592,0.085
gujarat,2020,3,Xiaomi,645293,0.26
gujarat,2020,3,Samsung,489548,0.2
gujarat,2020,3,Vivo,339197,0.145
gujarat,2020,3,Oppo,287445,0.115
gujarat,2020,3,Realme,226743,0.095
gujarat,2020,3,OnePlus,109616,0.045
gujarat,2020,3,Apple,82468,0.035
gujarat,2020,3,Motorola,49348,0.02
gujarat,2020,3,Others,207613,0.085
gujarat,2020,4,Xiaomi,690385,0.26
gujarat,2020,4,Samsung,534733,0.2
gujarat,2020,4,Vivo,386085,0.145
gujarat,2020,4,Oppo,295677,0.115
gujarat,2020,4,Realme,236994,0.095
gujarat,2020,4,OnePlus,118785,0.045
gujarat,2020,4,Apple,87418,0.035
gujarat,2020,4,Motorola,50591,0.02
gujarat,2020,4,Others,221873,0.085
gujarat,2021,1,Xiaomi,571234,0.26
gujarat,2021,1,Samsung,437667,0.2
gujarat,2021,1,Vivo,313804,0.145
gujarat,2021,1,Oppo,246615,0.115
gujarat,2021,1,Realme,199758,0.095
gujarat,2021,1,OnePlus,96178,0.045
gujarat,2021,1,Apple,78088,0.035
gujarat,2021,1,Motorola,44410,0.02
gujarat,2021,1,Others,181651,0.085
gujarat,2021,2,Xiaomi,661684,0.26
gujarat,2021,2,Samsung,534364,0.2
gujarat,2021,2,Vivo,368848,0.145
gujarat,2021,2,Oppo,305339,0.115
gujarat,2021,2,Realme,244475,0.095
gujarat,2021,2,OnePlus,120017,0.045
gujarat,2021,2,Apple,91681,0.035
gujarat,2021,2,Motorola,52720,0.02
gujarat,2021,2,Others,213823,0.085
gujarat,2021,3,Xiaomi,627798,0.26
gujarat,2021,3,Samsung,518209,0.2
gujarat,2021,3,Vivo,356863,0.145
gujarat,2021,3,Oppo,279543,0.115
gujarat,2021,3,Realme,226092,0.095
gujarat,2021,3,OnePlus,108710,0.045
gujarat,2021,3,Apple,86214,0.035
gujarat,2021,3,Motorola,49891,0.02
gujarat,2021,3,Others,210088,0.085
gujarat,2021,4,Xiaomi,717669,0.26
gujarat,2021,4,Samsung,555328,0.2
gujarat,2021,4,Vivo,397000,0.145
gujarat,2021,4,Oppo,338860,0.115
gujarat,2021,4,Realme,277286,0.095
gujarat,2021,4,OnePlus,130405,0.045
gujarat,2021,4,Apple,95735,0.035
gujarat,2021,4,Motorola,55274,0.02
gujarat,2021,4,Others,246781,0.085
gujarat,2022,1,Xiaomi,609296,0.26
gujarat,2022,1,Samsung,505221,0.2
gujarat,2022,1,Vivo,336006,0.145
gujarat,2022,1,Oppo,279923,0.115
gujarat,2022,1,Realme,231956,0.095
gujarat,2022,1,OnePlus,114134,0.045
gujarat,2022,1,Apple,88264,0.035
gujarat,2022,1,Motorola,47377,0.02
gujarat,2022,1,Others,212598,0.085
gujarat,2022,2,Xiaomi,661214,0.26
gujarat,2022,2,Samsung,527722,0.2
gujarat,2022,2,Vivo,350051,0.145
gujarat,2022,2,Oppo,285038,0.115
gujarat,2022,2,Realme,241227,0.095
gujarat,2022,2,OnePlus,113527,0.045
gujarat,2022,2,Apple,88646,0.035
gujarat,2022,2,Motorola,48264,0.02
gujarat,2022,2,Others,225570,0.085
gujarat,2022,3,Xiaomi,813925,0.26
gujarat,2022,3,Samsung,582115,0.2
gujarat,2022,3,Vivo,445660,0.145
gujarat,2022,3,Oppo,347320,0.115
gujarat,2022,3,Realme,280537,0.095
gujarat,2022,3,OnePlus,143144,0.045
gujarat,2022,3,Apple,105634,0.035
gujarat,2022,3,Motorola,61199,0.02
gujarat,2022,3,Others,261420,0.085
gujarat,2022,4,Xiaomi,960256,0.26
gujarat,2022,4,Samsung,683792,0.2
gujarat,2022,4,Vivo,536107,0.145
gujarat,2022,4,Oppo,389993,0.115
gujarat,2022,4,Realme,353036,0.095
gujarat,2022,4,OnePlus,158371,0.045
gujarat,2022,4,Apple,124261,0.035
gujarat,2022,4,Motorola,68532,0.02
gujarat,2022,4,Others,300537,0.085
gujarat,2023,1,Xiaomi,698334,0.26
gujarat,2023,1,Samsung,521968,0.2
gujarat,2023,1,Vivo,386140,0.145
gujarat,2023,1,Oppo,285617,0.115
gujarat,2023,1,Realme,247624,0.095
gujarat,2023,1,OnePlus,113062,0.045
gujarat,2023,1,Apple,93360,0.035
gujarat,2023,1,Motorola,50865,0.02
gujarat,2023,1,Others,216277,0.085
gujarat,2023,2,Xiaomi,776758,0.26
gujarat,2023,2,Samsung,598007,0.2
gujarat,2023,2,Vivo,444366,0.145
gujarat,2023,2,Oppo,324941,0.115
gujarat,2023,2,Realme,267534,0.095
gujarat,2023,2,OnePlus,135793,0.045
gujarat,2023,2,Apple,98528,0.035
gujarat,2023,2,Motorola,57126,0.02
gujarat,2023,2,Others,259078,0.085
gujarat,2023,3,Xiaomi,992735,0.26
gujarat,2023,3,Samsung,737379,0.2
gujarat,2023,3,Vivo,536244,0.145
gujarat,2023,3,Oppo,418629,0.115
gujarat,2023,3,Realme,348049,0.095
gujarat,2023,3,OnePlus,170771,0.045
gujarat,2023,3,Apple,126193,0.035
gujarat,2023,3,Motorola,70520,0.02
gujarat,2023,3,Others,324227,0.085
gujarat,2023,4,Xiaomi,977358,0.26
gujarat,2023,4,Samsung,750682,0.2
gujarat,2023,4,Vivo,530150,0.145
gujarat,2023,4,Oppo,439033,0.115
gujarat,2023,4,Realme,367091,0.095
gujarat,2023,4,OnePlus,170981,0.045
gujarat,2023,4,Apple,133560,0.035
gujarat,2023,4,Motorola,76310,0.02
gujarat,2023,4,Others,328626,0.085
haryana,2018,1,Xiaomi,182740,0.26
haryana,2018,1,Samsung,131525,0.2
haryana,2018,1,Vivo,99219,0.145
haryana,2018,1,Oppo,75852,0.115
haryana,2018,1,Realme,65871,0.095
haryana,2018,1,OnePlus,31295,0.045
haryana,2018,1,Apple,23812,0.035
haryana,2018,1,Motorola,13499,0.02
haryana,2018,1,Others,60110,0.085
haryana,2018,2,Xiaomi,230318,0.26
haryana,2018,2,Samsung,166220,0.2
haryana,2018,2,Vivo,130879,0.145
haryana,2018,2,Oppo,95493,0.115
haryana,2018,2,Realme,80353,0.095
haryana,2018,2,OnePlus,41091,0.045
haryana,2018,2,Apple,30764,0.035
haryana,2018,2,Motorola,17200,0.02
haryana,2018,2,Others,73565,0.085
haryana,2018,3,Xiaomi,272961,0.26
haryana,2018,3,Samsung,206673,0.2
haryana,2018,3,Vivo,154684,0.145
haryana,2018,3,Oppo,120776,0.115
haryana,2018,3,Realme,106819,0.095
haryana,2018,3,OnePlus,46628,0.045
haryana,2018,3,Apple,37725,0.035
haryana,2018,3,Motorola,22065,0.02
haryana,2018,3,Others,89477,0.085
haryana,2018,4,Xiaomi,343682,0.26
haryana,2018,4,Samsung,266636,0.2
haryana,2018,4,Vivo,189139,0.145
haryana,2018,4,Oppo,153196,0.115
haryana,2018,4,Realme,122154,0.095
haryana,2018,4,OnePlus,58840,0.045
haryana,2018,4,Apple,46719,0.035
haryana,2018,4,Motorola,25779,0.02
haryana,2018,4,Others,105348,0.085
haryana,2019,1,Xiaomi,298791,0.26
haryana,2019,1,Samsung,233140,0.2
haryana,2019,1,Vivo,171288,0.145
haryana,2019,1,Oppo,135448,0.115
haryana,2019,1,Realme,108634,0.095
haryana,2019,1,OnePlus,52407,0.045
haryana,2019,1,Apple,41336,0.035
haryana,2019,1,Motorola,23864,0.02
haryana,2019,1,Others,98300,0.085
haryana,2019,2,Xiaomi,301766,0.26
haryana,2019,2,Samsung,228123,0.2
haryana,2019,2,Vivo,164446,0.145
haryana,2019,2,Oppo,127352,0.115
haryana,2019,2,Realme,104487,0.095
haryana,2019,2,OnePlus,49725,0.045
haryana,2019,2,Apple,41038,0.035
haryana,2019,2,Motorola,22831,0.02
haryana,2019,2,Others,95864,0.085
haryana,2019,3,Xiaomi,349629,0.26
haryana,2019,3,Samsung,276811,0.2
haryana,2019,3,Vivo,188814,0.145
haryana,2019,3,Oppo,153396,0.115
haryana,2019,3,Realme,123639,0.095
haryana,2019,3,OnePlus,62564,0.045
haryana,2019,3,Apple,47334,0.035
haryana,2019,3,Motorola,26187,0.02
haryana,2019,3,Others,114708,0.085
haryana,2019,4,Xiaomi,464090,0.26
haryana,2019,4,Samsung,343947,0.2
haryana,2019,4,Vivo,251416,0.145
haryana,2019,4,Oppo,200467,0.115
haryana,2019,4,Realme,157955,0.095
haryana,2019,4,OnePlus,81966,0.045
haryana,2019,4,Apple,59394,0.035
haryana,2019,4,Motorola,33914,0.02
haryana,2019,4,Others,141172,0.085
haryana,2020,1,Xiaomi,355975,0.26
haryana,2020,1,Samsung,272317,0.2
haryana,2020,1,Vivo,195689,0.145
haryana,2020,1,Oppo,153013,0.115
haryana,2020,1,Realme,128261,0.095
haryana,2020,1,OnePlus,58869,0.045
haryana,2020,1,Apple,44912,0.035
haryana,2020,1,Motorola,27513,0.02
haryana,2020,1,Others,115286,0.085
haryana,2020,2,Xiaomi,357411,0.26
haryana,2020,2,Samsung,299092,0.2
haryana,2020,2,Vivo,209607,0.145
haryana,2020,2,Oppo,158576,0.115
haryana,2020,2,Realme,135338,0.095
haryana,2020,2,OnePlus,67820,0.045
haryana,2020,2,Apple,51688,0.035
haryana,2020,2,Motorola,29343,0.02
haryana,2020,2,Others,119397,0.085
haryana,2020,3,Xiaomi,385735,0.26
haryana,2020,3,Samsung,312080,0.2
haryana,2020,3,Vivo,208134,0.145
haryana,2020,3,Oppo,164791,0.115
haryana,2020,3,Realme,137211,0.095
haryana,2020,3,OnePlus,67753,0.045
haryana,2020,3,Apple,49655,0.035
haryana,2020,3,Motorola,29418,0.02
haryana,2020,3,Others,127092,0.085
haryana,2020,4,Xiaomi,499183,0.26
haryana,2020,4,Samsung,357192,0.2
haryana,2020,4,Vivo,268718,0.145
haryana,2020,4,Oppo,214713,0.115
haryana,2020,4,Realme,179970,0.095
haryana,2020,4,OnePlus,88190,0.045
haryana,2020,4,Apple,67515,0.035
haryana,2020,4,Motorola,37548,0.02
haryana,2020,4,Others,157263,0.085
